Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound
1 to 3,21,8,9/6/17,F,9/21/17,0.4964,16,NA,NA,N
1 to 3,26,9,10/30/17,F,11/13/17,0.4888,15,11/22/17,23,N
1 to 3,24,43,10/11/17,F,10/24/17,0.4825,13,NA,NA,N
1 to 3,21,11,9/6/17,F,9/21/17,0.4731,16,NA,NA,N
1 to 3,24,14,10/11/17,F,10/23/17,0.4715,12,NA,NA,N
1 to 3,20,48,9/5/17,F,9/17/17,0.4618,12,9/29/17,24,N
1 to 3,31,40,12/11/17,F,NA,0.4606,NA,1/14/18,34,N
1 to 3,31,45,12/11/17,F,NA,0.4578,NA,1/12/18,32,N
1 to 3,24,9,10/11/17,F,10/23/17,0.4509,12,NA,NA,N
1 to 3,20,4,9/5/17,F,9/17/17,0.4482,12,9/29/17,24,N
1 to 3,24,42,10/11/17,F,10/23/17,0.4469,12,NA,NA,N
1 to 3,20,6,9/5/17,F,9/19/17,0.4429,14,9/29/17,24,N
1 to 3,20,43,9/5/17,F,9/19/17,0.4426,14,9/29/17,24,N
1 to 3,31,16,12/10/17,F,NA,0.4421,NA,1/11/18,32,N
1 to 3,31,4,12/10/17,F,NA,0.4416,NA,1/12/18,33,N
1 to 3,23,28,10/3/17,F,NA,0.4409,NA,10/26/17,23,N
1 to 3,9,55,7/17/17,F,NA,0.4388,NA,8/6/17,20,N
1 to 3,12,30,8/8/17,F,8/20/17,0.438,13,8/29/17,21,N
1 to 3,31,11,12/10/17,F,NA,0.4377,NA,1/11/18,32,N
1 to 3,26,8,10/30/17,F,11/12/17,0.4374,14,11/21/17,22,N
1 to 3,18,35,8/30/17,F,NA,0.4373,NA,NA,NA,N
1 to 3,26,18,10/30/17,F,11/12/17,0.4367,14,11/22/17,23,N
1 to 3,26,21,10/30/17,F,11/12/17,0.4367,14,11/22/17,23,N
1 to 3,11,37,8/7/17,F,8/19/17,0.4365,13,8/28/17,21,N
1 to 3,21,5,9/6/17,F,9/20/17,0.4365,15,NA,NA,N
1 to 3,20,2,9/5/17,F,9/18/17,0.4348,13,9/29/17,24,N
1 to 3,24,41,10/11/17,F,10/23/17,0.4348,12,NA,NA,N
1 to 3,10,52,8/3/17,F,8/14/17,0.4335,14,NA,NA,N
1 to 3,24,35,10/11/17,F,10/23/17,0.4335,12,NA,NA,N
1 to 3,27,5,11/13/17,F,11/24/17,0.4319,11,12/6/17,23,N
1 to 3,31,53,12/11/17,F,NA,0.4315,NA,1/12/18,32,N
1 to 3,12,12,8/8/17,F,8/20/17,0.4299,13,8/31/17,23,N
1 to 3,19,1,9/1/17,F,NA,0.4294,NA,9/24/17,23,N
1 to 3,18,41,8/30/17,F,NA,0.4283,NA,NA,NA,N
1 to 3,12,19,8/8/17,F,8/20/17,0.4282,13,8/30/17,22,N
1 to 3,18,58,8/30/17,F,NA,0.4279,NA,NA,NA,N
1 to 3,19,25,9/1/17,F,NA,0.4278,NA,9/23/17,22,N
1 to 3,24,58,10/11/17,F,10/23/17,0.4272,12,NA,NA,N
1 to 3,16,57,8/28/17,F,NA,0.4264,NA,NA,NA,N
1 to 3,20,9,9/5/17,F,9/18/17,0.4258,13,9/29/17,24,N
1 to 3,20,52,9/5/17,F,9/17/17,0.4256,12,9/29/17,24,N
1 to 3,24,20,10/11/17,F,10/23/17,0.4249,12,NA,NA,N
1 to 3,18,29,8/30/17,F,NA,0.4248,NA,NA,NA,N
1 to 3,24,39,10/11/17,F,10/23/17,0.4244,12,NA,NA,N
1 to 3,19,16,9/1/17,F,NA,0.4233,NA,9/24/17,23,N
1 to 3,16,39,8/28/17,F,NA,0.423,NA,NA,NA,N
1 to 3,27,50,11/13/17,F,11/25/17,0.423,12,12/6/17,23,N
1 to 3,6,9,6/12/17,F,NA,0.4223,NA,NA,NA,N
1 to 3,31,18,12/10/17,F,NA,0.4223,NA,1/12/18,33,N
1 to 3,27,23,11/13/17,F,11/25/17,0.4222,12,12/6/17,23,N
1 to 3,20,66,9/5/17,F,9/17/17,0.422,12,9/29/17,24,N
1 to 3,19,61,9/1/17,F,NA,0.4219,NA,9/24/17,23,N
1 to 3,12,1,8/8/17,F,8/19/17,0.4217,12,8/30/17,22,N
1 to 3,23,14,10/3/17,F,NA,0.4217,NA,10/26/17,23,N
1 to 3,26,2,10/30/17,F,11/12/17,0.4213,14,11/22/17,23,N
1 to 3,33,14,2/20/18,F,3/5/18,0.421,13,NA,NA,N
1 to 3,28,42,11/27/17,F,12/12/17,0.4204,15,NA,NA,N
1 to 3,20,42,9/5/17,F,9/18/17,0.4196,13,9/29/17,24,N
1 to 3,26,53,10/30/17,F,11/12/17,0.4195,14,11/22/17,23,N
1 to 3,19,41,9/1/17,F,NA,0.4193,NA,9/28/17,27,N
1 to 3,24,53,10/11/17,F,10/24/17,0.4191,13,NA,NA,N
1 to 3,18,3,8/30/17,F,NA,0.4184,NA,NA,NA,N
1 to 3,23,12,10/3/17,F,NA,0.4184,NA,10/26/17,23,N
1 to 3,18,28,8/30/17,F,NA,0.4177,NA,NA,NA,N
1 to 3,20,60,9/5/17,F,9/18/17,0.4177,13,9/29/17,24,N
1 to 3,18,61,8/30/17,F,NA,0.4174,NA,NA,NA,N
1 to 3,18,38,8/30/17,F,NA,0.4169,NA,NA,NA,N
1 to 3,11,12,8/11/17,F,8/23/17,0.4168,12,NA,NA,N
1 to 3,24,12,10/11/17,F,10/23/17,0.4161,12,NA,NA,N
1 to 3,26,4,10/30/17,F,11/12/17,0.4161,14,11/22/17,23,N
1 to 3,14,16,8/14/17,F,8/26/17,0.4157,14,9/3/17,20,N
1 to 3,19,31,9/1/17,F,NA,0.4153,NA,9/24/17,23,N
1 to 3,27,2,11/13/17,F,11/24/17,0.4151,11,12/6/17,23,N
1 to 3,31,46,12/11/17,F,NA,0.4149,NA,1/13/18,33,N
1 to 3,27,29,11/13/17,F,11/25/17,0.4146,12,12/6/17,23,N
1 to 3,13,10,8/14/17,F,8/24/17,0.4143,12,9/2/17,19,N
1 to 3,26,22,10/30/17,F,11/12/17,0.4142,14,11/22/17,23,N
1 to 3,6,10,6/12/17,F,NA,0.4138,NA,NA,NA,N
1 to 3,27,25,11/13/17,F,11/24/17,0.4137,11,12/6/17,23,N
1 to 3,20,63,9/5/17,F,9/20/17,0.4136,15,9/29/17,24,N
1 to 3,6,3,6/12/17,F,NA,0.4131,NA,NA,NA,N
1 to 3,31,22,12/10/17,F,NA,0.4128,NA,1/11/18,32,N
1 to 3,20,36,9/5/17,F,9/17/17,0.4125,12,9/29/17,24,N
1 to 3,19,45,9/1/17,F,NA,0.4122,NA,9/24/17,23,N
1 to 3,27,18,11/13/17,F,11/25/17,0.4122,12,12/6/17,23,N
1 to 3,20,1,9/5/17,F,9/19/17,0.4117,14,9/29/17,24,N
1 to 3,18,48,8/30/17,F,NA,0.4116,NA,NA,NA,N
1 to 3,29,48,12/4/17,F,12/19/17,0.4116,15,NA,NA,N
1 to 3,27,16,11/13/17,F,11/24/17,0.4112,11,12/7/17,24,N
1 to 3,18,50,8/30/17,F,NA,0.4111,NA,NA,NA,N
1 to 3,27,24,11/13/17,F,11/24/17,0.4106,11,12/5/17,22,N
1 to 3,18,21,8/30/17,F,NA,0.4105,NA,NA,NA,N
1 to 3,6,12,6/12/17,F,NA,0.4104,NA,NA,NA,N
1 to 3,18,64,8/30/17,F,NA,0.4101,NA,NA,NA,N
1 to 3,24,47,10/11/17,F,10/24/17,0.41,13,NA,NA,N
1 to 3,29,63,12/4/17,F,12/18/17,0.4099,14,NA,NA,N
1 to 3,18,14,8/30/17,F,NA,0.4096,NA,NA,NA,N
1 to 3,6,8,6/12/17,F,NA,0.4095,NA,NA,NA,N
1 to 3,29,3,12/4/17,F,12/17/17,0.4095,13,NA,NA,N
1 to 3,18,42,8/30/17,F,NA,0.409,NA,NA,NA,N
1 to 3,6,53,6/12/17,F,NA,0.4089,NA,NA,NA,N
1 to 3,10,31,8/3/17,F,8/14/17,0.4086,14,NA,NA,N
1 to 3,22,3,9/27/17,F,NA,0.4084,NA,NA,NA,N
1 to 3,25,54,10/25/17,F,11/6/17,0.4082,13,11/18/17,24,N
1 to 3,31,3,12/10/17,F,NA,0.4079,NA,1/12/18,33,N
1 to 3,6,21,6/12/17,F,NA,0.4078,NA,NA,NA,N
1 to 3,31,29,12/10/17,F,NA,0.4073,NA,1/12/18,33,N
1 to 3,19,29,9/1/17,F,NA,0.4072,NA,9/25/17,24,N
1 to 3,27,17,11/13/17,F,11/26/17,0.4071,13,12/6/17,23,N
1 to 3,20,21,9/5/17,F,9/19/17,0.4069,14,9/29/17,24,N
1 to 3,12,56,8/8/17,F,8/19/17,0.4067,12,8/30/17,22,N
1 to 3,24,37,10/11/17,F,10/23/17,0.4067,12,NA,NA,N
1 to 3,26,27,10/30/17,F,11/12/17,0.4061,14,11/21/17,22,N
1 to 3,19,39,9/1/17,F,NA,0.4058,NA,9/24/17,23,N
1 to 3,18,19,8/30/17,F,NA,0.4046,NA,NA,NA,N
1 to 3,14,23,8/14/17,F,8/26/17,0.404,14,9/3/17,20,N
1 to 3,18,53,8/30/17,F,NA,0.4036,NA,NA,NA,N
1 to 3,15,33,8/14/17,F,8/26/17,0.4034,12,9/6/17,23,N
1 to 3,16,16,8/28/17,F,NA,0.4032,NA,NA,NA,N
1 to 3,10,10,8/3/17,F,8/14/17,0.4026,14,NA,NA,N
1 to 3,15,47,8/14/17,F,8/26/17,0.4023,12,9/6/17,23,N
1 to 3,19,63,9/1/17,F,NA,0.4021,NA,9/25/17,24,N
1 to 3,6,11,6/12/17,F,NA,0.4017,NA,NA,NA,N
1 to 3,19,32,9/1/17,F,NA,0.4011,NA,DEAD,NA,N
1 to 3,20,37,9/5/17,F,9/18/17,0.401,13,9/29/17,24,N
1 to 3,1,62,5/2/17,F,5/13/17,0.4009,12,NA,NA,N
1 to 3,19,62,9/1/17,F,NA,0.4007,NA,9/24/17,23,N
1 to 3,24,48,10/11/17,F,10/24/17,0.4006,13,NA,NA,N
1 to 3,18,30,8/30/17,F,NA,0.4005,NA,NA,NA,N
1 to 3,27,1,11/13/17,F,11/24/17,0.4002,11,12/6/17,23,N
1 to 3,25,44,10/25/17,F,11/7/17,0.4,14,11/19/17,25,N
1 to 3,33,13,2/20/18,F,3/4/18,0.3999,12,NA,NA,N
1 to 3,11,20,8/11/17,F,8/23/17,0.3998,12,NA,NA,N
1 to 3,19,43,9/1/17,F,NA,0.3994,NA,9/23/17,22,N
1 to 3,21,19,9/6/17,F,9/20/17,0.3994,15,NA,NA,N
1 to 3,20,35,9/5/17,F,9/19/17,0.3986,14,9/29/17,24,N
1 to 3,18,16,8/30/17,F,NA,0.3985,NA,NA,NA,N
1 to 3,27,19,11/13/17,F,11/24/17,0.3985,11,12/5/17,22,N
1 to 3,29,17,12/4/17,F,12/17/17,0.398,13,NA,NA,N
1 to 3,12,3,8/8/17,F,8/19/17,0.3977,12,8/30/17,22,N
1 to 3,6,45,6/12/17,F,NA,0.3975,NA,NA,NA,N
1 to 3,10,46,8/3/17,F,8/14/17,0.3975,14,NA,NA,N
1 to 3,19,40,9/1/17,F,NA,0.3975,NA,9/25/17,24,N
1 to 3,25,33,10/25/17,F,11/8/17,0.3975,15,11/19/17,25,N
1 to 3,2,5,6/15/17,F,NA,0.3973,NA,NA,NA,N
1 to 3,7,62,7/3/17,F,7/15/17,0.3973,NA,NA,NA,N
1 to 3,10,45,8/3/17,F,8/14/17,0.3973,14,NA,NA,N
1 to 3,19,35,9/1/17,F,NA,0.3973,NA,9/23/17,22,N
1 to 3,31,23,12/10/17,F,NA,0.3973,NA,1/12/18,33,N
1 to 3,16,19,8/28/17,F,NA,0.3972,NA,NA,NA,N
1 to 3,20,22,9/5/17,F,9/17/17,0.3972,12,9/29/17,24,N
1 to 3,31,59,12/11/17,F,NA,0.3971,NA,1/13/18,33,N
1 to 3,24,36,10/11/17,F,10/23/17,0.397,12,NA,NA,N
1 to 3,26,39,10/30/17,F,11/12/17,0.397,14,11/22/17,23,N
1 to 3,14,15,8/14/17,F,8/26/17,0.3969,14,9/2/17,19,N
1 to 3,29,52,12/4/17,F,12/17/17,0.3966,13,NA,NA,N
1 to 3,29,33,12/4/17,F,12/16/17,0.3965,12,NA,NA,N
1 to 3,24,32,10/11/17,F,10/24/17,0.3964,13,NA,NA,N
1 to 3,19,59,9/1/17,F,NA,0.3959,NA,9/24/17,23,N
1 to 3,20,30,9/5/17,F,9/17/17,0.3956,12,9/29/17,24,N
1 to 3,19,19,9/1/17,F,NA,0.3955,NA,9/23/17,22,N
1 to 3,7,56,7/3/17,F,7/15/17,0.3952,NA,NA,NA,N
1 to 3,22,5,9/27/17,F,NA,0.3951,NA,NA,NA,N
1 to 3,31,36,12/11/17,F,NA,0.3951,NA,1/14/18,34,N
1 to 3,22,2,9/27/17,F,NA,0.395,NA,NA,NA,N
1 to 3,11,25,8/11/17,F,8/23/17,0.3948,12,NA,NA,N
1 to 3,25,14,10/25/17,F,11/8/17,0.3947,15,11/20/17,26,N
1 to 3,12,33,8/14/17,F,8/26/17,0.3946,12,9/6/17,23,N
1 to 3,27,42,11/13/17,F,11/24/17,0.3944,11,12/7/17,24,N
1 to 3,31,2,12/10/17,F,NA,0.3943,NA,1/11/18,32,N
1 to 3,11,8,8/11/17,F,8/23/17,0.3941,12,NA,NA,N
1 to 3,12,14,8/14/17,F,8/26/17,0.394,12,9/6/17,23,N
1 to 3,7,12,7/3/17,F,7/15/17,0.394,NA,NA,NA,N
1 to 3,31,5,12/10/17,F,NA,0.3935,NA,1/13/18,34,N
1 to 3,26,16,10/30/17,F,11/12/17,0.3933,14,11/22/17,23,N
1 to 3,7,48,7/3/17,F,7/15/17,0.3932,NA,NA,NA,N
1 to 3,11,2,8/7/17,F,8/19/17,0.3932,13,8/29/17,22,N
1 to 3,19,34,9/1/17,F,NA,0.3932,NA,9/25/17,24,N
1 to 3,12,36,8/8/17,F,8/20/17,0.3931,13,8/31/17,23,N
1 to 3,19,10,9/1/17,F,NA,0.3931,NA,9/24/17,23,N
1 to 3,20,45,9/5/17,F,9/17/17,0.3925,12,9/29/17,24,N
1 to 3,24,64,10/11/17,F,10/23/17,0.3917,12,NA,NA,N
1 to 3,18,22,8/30/17,F,NA,0.3916,NA,NA,NA,N
1 to 3,6,64,6/12/17,F,NA,0.3915,NA,NA,NA,N
1 to 3,24,59,10/11/17,F,10/24/17,0.3914,13,NA,NA,N
1 to 3,12,32,8/8/17,F,8/20/17,0.3913,13,8/30/17,22,N
1 to 3,1,51,5/2/17,F,5/13/17,0.3912,12,NA,NA,N
1 to 3,19,11,9/1/17,F,NA,0.3912,NA,9/25/17,24,N
1 to 3,20,61,9/5/17,F,9/17/17,0.3911,12,9/29/17,24,N
1 to 3,29,19,12/4/17,F,12/17/17,0.3911,13,NA,NA,N
1 to 3,16,24,8/28/17,F,NA,0.391,NA,NA,NA,N
1 to 3,25,4,10/25/17,F,11/8/17,0.391,15,11/17/17,23,N
1 to 3,20,58,9/5/17,F,9/19/17,0.3907,14,9/29/17,24,N
1 to 3,17,7,8/28/17,F,NA,0.3904,NA,NA,NA,N
1 to 3,16,27,8/28/17,F,NA,0.3898,NA,NA,NA,N
1 to 3,29,22,12/4/17,F,12/17/17,0.3898,13,NA,NA,N
1 to 3,26,36,10/30/17,F,11/12/17,0.3894,14,11/21/17,22,N
1 to 3,7,42,7/3/17,F,7/15/17,0.3892,NA,NA,NA,N
1 to 3,24,6,10/11/17,F,10/23/17,0.3891,12,NA,NA,N
1 to 3,9,57,7/17/17,F,NA,0.389,NA,8/6/17,20,N
1 to 3,24,24,10/11/17,F,10/23/17,0.3886,12,NA,NA,N
1 to 3,29,11,12/4/17,F,12/17/17,0.3886,13,NA,NA,N
1 to 3,14,17,8/14/17,F,8/26/17,0.3883,14,9/3/17,20,N
1 to 3,29,47,12/4/17,F,12/18/17,0.3882,14,NA,NA,N
1 to 3,7,31,7/3/17,F,7/15/17,0.3881,NA,NA,NA,N
1 to 3,7,40,7/3/17,F,7/15/17,0.3881,NA,NA,NA,N
1 to 3,16,35,8/28/17,F,NA,0.3881,NA,NA,NA,N
1 to 3,10,34,8/3/17,F,8/14/17,0.3879,14,NA,NA,N
1 to 3,19,15,9/1/17,F,NA,0.3877,NA,9/25/17,24,N
1 to 3,4,10,5/30/17,F,6/10/17,0.3876,11,NA,NA,N
1 to 3,29,46,12/4/17,F,12/16/17,0.3873,12,NA,NA,N
1 to 3,18,20,8/30/17,F,NA,0.3872,NA,NA,NA,N
1 to 3,28,29,11/27/17,F,12/12/17,0.3871,15,NA,NA,N
1 to 3,11,15,8/11/17,F,8/23/17,0.3869,12,NA,NA,N
1 to 3,11,19,8/11/17,F,8/23/17,0.3864,12,NA,NA,N
1 to 3,15,51,8/14/17,F,8/25/17,0.3864,11,9/5/17,22,N
1 to 3,25,32,10/25/17,F,11/6/17,0.3863,13,11/18/17,24,N
1 to 3,12,58,8/14/17,F,8/26/17,0.386,12,9/6/17,23,N
1 to 3,27,11,11/13/17,F,11/25/17,0.386,12,12/6/17,23,N
1 to 3,26,45,10/30/17,F,11/12/17,0.3857,14,11/24/17,25,N
1 to 3,7,51,7/3/17,F,7/15/17,0.3856,NA,NA,NA,N
1 to 3,12,34,8/8/17,F,8/20/17,0.3854,13,8/30/17,22,N
1 to 3,19,42,9/1/17,F,NA,0.3854,NA,9/25/17,24,N
1 to 3,16,2,8/28/17,F,NA,0.3853,NA,NA,NA,N
1 to 3,11,23,8/7/17,F,8/21/17,0.3849,15,8/30/17,23,N
1 to 3,7,38,7/3/17,F,7/15/17,0.3846,NA,NA,NA,N
1 to 3,21,6,9/6/17,F,9/20/17,0.3846,15,NA,NA,N
1 to 3,26,5,10/30/17,F,11/12/17,0.3844,14,11/21/17,22,N
1 to 3,27,12,11/13/17,F,11/25/17,0.3844,12,12/7/17,24,N
1 to 3,10,26,8/3/17,F,8/14/17,0.3842,14,NA,NA,N
1 to 3,19,49,9/1/17,F,NA,0.3842,NA,9/23/17,22,N
1 to 3,12,39,8/8/17,F,8/19/17,0.3841,12,8/30/17,22,N
1 to 3,27,4,11/13/17,F,11/25/17,0.3841,12,DEAD,DEAD,N
1 to 3,26,34,10/30/17,F,11/13/17,0.3839,15,11/21/17,22,N
1 to 3,7,61,7/3/17,F,7/15/17,0.3838,NA,NA,NA,N
1 to 3,29,35,12/4/17,F,12/17/17,0.3837,13,NA,NA,N
1 to 3,19,48,9/1/17,F,NA,0.3836,NA,9/23/17,22,N
1 to 3,11,14,8/11/17,F,8/23/17,0.3835,12,NA,NA,N
1 to 3,17,6,8/28/17,F,NA,0.3834,NA,NA,NA,N
1 to 3,19,24,9/1/17,F,NA,0.3834,NA,9/30/17,29,N
1 to 3,15,59,8/14/17,F,8/26/17,0.3832,12,9/5/17,22,N
1 to 3,20,28,9/5/17,F,9/18/17,0.3832,13,9/29/17,24,N
1 to 3,16,32,8/28/17,F,NA,0.383,NA,NA,NA,N
1 to 3,20,16,9/5/17,F,9/19/17,0.383,14,9/29/17,24,N
1 to 3,12,10,8/14/17,F,8/26/17,0.3829,12,9/6/17,23,N
1 to 3,24,50,10/11/17,F,10/23/17,0.3829,12,NA,NA,N
1 to 3,9,60,7/17/17,F,NA,0.3828,NA,8/6/17,20,N
1 to 3,16,5,8/28/17,F,NA,0.3828,NA,NA,NA,N
1 to 3,29,7,12/4/17,F,12/17/17,0.3827,13,NA,NA,N
1 to 3,16,8,8/28/17,F,NA,0.3824,NA,NA,NA,N
1 to 3,26,59,10/30/17,F,11/12/17,0.3824,14,11/21/17,22,N
1 to 3,28,30,11/27/17,F,12/11/17,0.3824,14,12/22/17,25,N
1 to 3,12,11,8/14/17,F,8/26/17,0.3821,12,9/5/17,22,N
1 to 3,20,54,9/5/17,F,9/18/17,0.3821,13,9/29/17,24,N
1 to 3,25,7,10/25/17,F,11/8/17,0.3821,15,11/17/17,23,N
1 to 3,11,7,8/11/17,F,8/23/17,0.3818,12,NA,NA,N
1 to 3,24,1,10/11/17,F,10/23/17,0.3816,12,NA,NA,N
1 to 3,15,42,8/14/17,F,8/26/17,0.3814,12,9/5/17,22,N
1 to 3,24,60,10/11/17,F,10/23/17,0.3814,12,NA,NA,N
1 to 3,25,9,10/25/17,F,11/7/17,0.3813,14,11/17/17,23,N
1 to 3,12,10,8/8/17,F,8/19/17,0.3811,12,8/30/17,22,N
1 to 3,20,24,9/5/17,F,9/17/17,0.3803,12,9/29/17,24,N
1 to 3,11,24,8/11/17,F,8/23/17,0.3802,12,NA,NA,N
1 to 3,15,61,8/14/17,F,8/26/17,0.3802,12,9/5/17,22,N
1 to 3,31,30,12/10/17,F,NA,0.3802,NA,1/13/18,34,N
1 to 3,24,44,10/11/17,F,10/23/17,0.3801,12,NA,NA,N
1 to 3,16,28,8/28/17,F,NA,0.3798,NA,NA,NA,N
1 to 3,13,6,8/14/17,F,8/24/17,0.3797,12,9/3/17,20,N
1 to 3,26,13,10/30/17,F,11/12/17,0.3796,14,11/21/17,22,N
1 to 3,34,21,3/12/18,F,NA,0.3791,NA,NA,NA,N
1 to 3,14,8,8/14/17,F,8/26/17,0.3788,14,9/2/17,19,N
1 to 3,16,47,8/28/17,F,NA,0.3787,NA,NA,NA,N
1 to 3,18,24,8/30/17,F,NA,0.3786,NA,NA,NA,N
1 to 3,12,25,8/14/17,F,8/27/17,0.3785,13,9/6/17,23,N
1 to 3,26,6,10/30/17,F,11/12/17,0.3785,14,11/21/17,22,N
1 to 3,24,34,10/11/17,F,10/23/17,0.3781,12,NA,NA,N
1 to 3,25,23,10/25/17,F,11/8/17,0.378,15,11/19/17,25,N
1 to 3,27,22,11/13/17,F,11/25/17,0.3777,12,12/6/17,23,N
1 to 3,7,35,7/3/17,F,7/15/17,0.3776,NA,NA,NA,N
1 to 3,7,25,7/3/17,F,7/15/17,0.3775,NA,NA,NA,N
1 to 3,14,3,8/10/17,F,8/22/17,0.3773,12,NA,NA,N
1 to 3,24,11,10/11/17,F,10/23/17,0.3773,12,NA,NA,N
1 to 3,12,35,8/8/17,F,8/19/17,0.3768,12,8/30/17,22,N
1 to 3,27,49,11/13/17,F,11/25/17,0.3764,12,12/6/17,23,N
1 to 3,10,2,8/3/17,F,8/14/17,0.3763,14,NA,NA,N
1 to 3,10,48,8/3/17,F,8/14/17,0.3761,14,NA,NA,N
1 to 3,10,53,8/3/17,F,8/14/17,0.376,14,NA,NA,N
1 to 3,18,13,8/30/17,F,NA,0.3759,NA,NA,NA,N
1 to 3,19,21,9/1/17,F,NA,0.3757,NA,9/24/17,23,N
1 to 3,16,58,8/28/17,F,NA,0.3756,NA,NA,NA,N
1 to 3,20,32,9/5/17,F,9/17/17,0.3754,12,9/29/17,24,N
1 to 3,28,51,11/27/17,F,12/10/17,0.3754,13,12/22/17,25,N
1 to 3,19,26,9/1/17,F,NA,0.3753,NA,9/25/17,24,N
1 to 3,24,3,10/11/17,F,10/23/17,0.3751,12,NA,NA,N
1 to 3,18,4,8/30/17,F,NA,0.3748,NA,NA,NA,N
1 to 3,12,13,8/14/17,F,8/26/17,0.3746,12,9/6/17,23,N
1 to 3,15,50,8/14/17,F,8/26/17,0.3744,12,9/3/17,20,N
1 to 3,16,36,8/28/17,F,NA,0.3741,NA,NA,NA,N
1 to 3,16,42,8/28/17,F,NA,0.3741,NA,NA,NA,N
1 to 3,26,11,10/30/17,F,11/12/17,0.3741,14,11/22/17,23,N
1 to 3,27,35,11/13/17,F,11/24/17,0.3741,11,12/6/17,23,N
1 to 3,10,33,8/3/17,F,8/14/17,0.3736,14,NA,NA,N
1 to 3,29,23,12/4/17,F,12/17/17,0.3735,13,NA,NA,N
1 to 3,28,73,11/27/17,F,12/12/17,0.373,15,NA,NA,N
1 to 3,14,28,8/14/17,F,8/26/17,0.3729,14,9/2/17,19,N
1 to 3,17,9,8/28/17,F,NA,0.3729,NA,NA,NA,N
1 to 3,24,18,10/11/17,F,10/23/17,0.3729,12,NA,NA,N
1 to 3,26,17,10/30/17,F,11/11/17,0.3728,13,11/22/17,23,N
1 to 3,25,19,10/25/17,F,11/8/17,0.3725,15,11/19/17,25,N
1 to 3,28,66,11/27/17,F,12/13/17,0.3725,16,NA,NA,N
1 to 3,11,61,8/7/17,F,8/19/17,0.3722,13,8/28/17,21,N
1 to 3,25,10,10/25/17,F,11/8/17,0.3721,15,11/17/17,23,N
1 to 3,11,9,8/11/17,F,8/23/17,0.3719,12,NA,NA,N
1 to 3,20,12,9/5/17,F,9/18/17,0.3719,13,9/29/17,24,N
1 to 3,27,38,11/13/17,F,11/25/17,0.3719,12,12/6/17,23,N
1 to 3,14,13,8/14/17,F,8/26/17,0.3718,14,9/4/17,21,N
1 to 3,7,50,7/3/17,F,7/15/17,0.3716,NA,NA,NA,N
1 to 3,14,5,8/14/17,F,8/23/17,0.3715,11,9/3/17,20,N
1 to 3,18,59,8/30/17,F,NA,0.3715,NA,NA,NA,N
1 to 3,20,64,9/5/17,F,9/17/17,0.3715,12,9/29/17,24,N
1 to 3,21,9,9/6/17,F,9/20/17,0.3714,15,NA,NA,N
1 to 3,15,45,8/14/17,F,8/26/17,0.3712,12,9/6/17,23,N
1 to 3,25,36,10/25/17,F,11/8/17,0.3711,15,11/20/17,26,N
1 to 3,18,37,8/30/17,F,NA,0.371,NA,NA,NA,N
1 to 3,26,7,10/30/17,F,11/12/17,0.371,14,11/22/17,23,N
1 to 3,28,26,11/27/17,F,12/10/17,0.371,13,12/22/17,25,N
1 to 3,15,27,8/14/17,F,8/26/17,0.3709,12,9/3/17,20,N
1 to 3,19,46,9/1/17,F,NA,0.3709,NA,9/23/17,22,N
1 to 3,6,30,6/12/17,F,NA,0.3708,NA,NA,NA,N
1 to 3,31,57,12/11/17,F,NA,0.3708,NA,1/12/18,32,N
1 to 3,24,23,10/11/17,F,10/23/17,0.3706,12,NA,NA,N
1 to 3,31,14,12/10/17,F,NA,0.3704,NA,1/12/18,33,N
1 to 3,12,23,8/14/17,F,8/27/17,0.3703,13,9/7/17,24,N
1 to 3,13,19,8/14/17,F,8/23/17,0.3703,11,9/2/17,19,N
1 to 3,28,20,11/27/17,F,12/12/17,0.37,15,NA,NA,N
1 to 3,12,41,8/14/17,F,8/26/17,0.3699,12,9/6/17,23,N
1 to 3,18,15,8/30/17,F,NA,0.3697,NA,NA,NA,N
1 to 3,29,56,12/4/17,F,12/17/17,0.3697,13,NA,NA,N
1 to 3,12,16,8/14/17,F,8/26/17,0.3693,12,9/5/17,22,N
1 to 3,15,54,8/14/17,F,8/26/17,0.3693,12,9/5/17,22,N
1 to 3,24,8,10/11/17,F,10/24/17,0.3692,13,NA,NA,N
1 to 3,29,38,12/4/17,F,12/17/17,0.3691,13,NA,NA,N
1 to 3,20,25,9/5/17,F,9/17/17,0.369,12,9/29/17,24,N
1 to 3,12,57,8/8/17,F,8/21/17,0.3687,14,DEAD,NA,N
1 to 3,18,18,8/30/17,F,NA,0.3687,NA,NA,NA,N
1 to 3,1,1,5/2/17,F,5/13/17,0.3684,12,NA,NA,N
1 to 3,15,36,8/18/17,F,8/29/17,0.3684,11,NA,NA,N
1 to 3,15,32,8/14/17,F,8/27/17,0.3683,13,9/6/17,23,N
1 to 3,19,13,9/1/17,F,NA,0.3682,NA,9/23/17,22,N
1 to 3,29,9,12/4/17,F,12/16/17,0.3682,12,NA,NA,N
1 to 3,15,49,8/14/17,F,8/26/17,0.3681,12,9/6/17,23,N
1 to 3,1,4,5/2/17,F,5/13/17,0.368,12,NA,NA,N
1 to 3,24,26,10/11/17,F,10/23/17,0.3679,12,NA,NA,N
