Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound
SoundRoom,2,58,10/4/17,F,NA,0.4101,NA,10/28/17,24,N
SoundRoom,5,31,10/25/17,F,11/8/17,0.4099,14,11/20/17,26,N
SoundRoom,6,5,10/25/17,F,11/8/17,0.4096,14,11/20/17,26,N
SoundRoom,2,25,10/4/17,F,NA,0.4085,NA,10/29/17,25,N
SoundRoom,2,26,10/4/17,F,NA,0.4082,NA,10/28/17,24,N
SoundRoom,2,31,10/4/17,F,NA,0.4072,NA,10/28/17,24,N
SoundRoom,5,42,10/25/17,F,11/8/17,0.4052,14,11/20/17,26,N
SoundRoom,2,2,10/4/17,F,NA,0.4038,NA,10/28/17,24,N
SoundRoom,2,3,10/4/17,F,NA,0.4021,NA,10/29/17,25,N
SoundRoom,5,23,10/25/17,F,11/8/17,0.4016,14,11/21/17,27,N
SoundRoom,5,19,10/25/17,F,11/8/17,0.4013,14,11/21/17,27,N
SoundRoom,2,44,10/4/17,F,NA,0.3987,NA,10/29/17,25,N
SoundRoom,2,32,10/4/17,F,NA,0.3962,NA,10/27/17,23,N
SoundRoom,5,25,10/25/17,F,11/8/17,0.3952,14,11/20/17,26,N
SoundRoom,2,55,10/4/17,F,NA,0.3951,NA,NA,NA,N
SoundRoom,6,24,10/25/17,F,11/10/17,0.3933,16,11/21/17,27,N
SoundRoom,5,3,10/25/17,F,11/9/17,0.3914,15,11/22/17,28,N
SoundRoom,5,35,10/25/17,F,11/8/17,0.3906,14,11/21/17,27,N
SoundRoom,5,18,10/23/17,F,11/5/17,0.3903,13,11/17/17,25,N
SoundRoom,6,17,10/25/17,F,11/9/17,0.3901,15,11/21/17,27,N
SoundRoom,5,58,10/25/17,F,11/8/17,0.3891,14,11/20/17,26,N
SoundRoom,6,22,10/25/17,F,11/8/17,0.3887,14,11/20/17,26,N
SoundRoom,5,26,10/23/17,F,11/6/17,0.3884,14,11/19/17,27,N
SoundRoom,5,7,10/25/17,F,11/9/17,0.3871,15,11/21/17,27,N
SoundRoom,6,41,10/25/17,F,11/8/17,0.3865,14,11/20/17,26,N
SoundRoom,2,37,10/4/17,F,NA,0.3863,NA,10/28/17,24,N
SoundRoom,5,33,10/25/17,F,11/8/17,0.3859,14,11/20/17,26,N
SoundRoom,2,4,10/4/17,F,NA,0.3854,NA,10/28/17,24,N
SoundRoom,6,18,10/25/17,F,11/8/17,0.3847,14,11/20/17,26,N
SoundRoom,5,64,10/25/17,F,11/8/17,0.3842,14,DEAD,NA,N
SoundRoom,6,21,10/25/17,F,11/11/17,0.3827,17,11/23/17,29,N
SoundRoom,6,44,10/25/17,F,11/8/17,0.3822,14,11/21/17,27,N
SoundRoom,2,42,10/4/17,F,NA,0.3818,NA,10/28/17,24,N
SoundRoom,5,51,10/23/17,F,11/5/17,0.3816,13,11/17/17,25,N
SoundRoom,5,10,10/23/17,F,11/5/17,0.38,13,11/17/17,25,N
SoundRoom,6,42,10/25/17,F,11/9/17,0.38,15,11/21/17,27,N
SoundRoom,2,53,10/4/17,F,NA,0.3789,NA,10/27/17,23,N
SoundRoom,5,38,10/25/17,F,11/9/17,0.3789,15,11/21/17,27,N
SoundRoom,6,36,10/25/17,F,11/9/17,0.3778,15,11/21/17,27,N
SoundRoom,5,20,10/23/17,F,11/6/17,0.3775,14,11/17/17,25,N
SoundRoom,5,46,10/25/17,F,11/8/17,0.3768,14,11/20/17,26,N
SoundRoom,2,13,10/4/17,F,NA,0.376,NA,10/29/17,25,N
SoundRoom,5,63,10/23/17,F,11/5/17,0.3747,13,11/17/17,25,N
SoundRoom,5,17,10/25/17,F,11/8/17,0.3737,14,11/20/17,26,N
SoundRoom,2,22,10/4/17,F,NA,0.3733,NA,10/28/17,24,N
SoundRoom,5,53,10/23/17,F,11/5/17,0.3714,13,11/17/17,25,N
SoundRoom,5,40,10/23/17,F,11/8/17,0.3709,16,11/19/17,27,N
SoundRoom,5,6,10/25/17,F,11/8/17,0.3693,14,11/20/17,26,N
SoundRoom,2,11,10/4/17,F,NA,0.3691,NA,10/28/17,24,N
SoundRoom,5,61,10/23/17,F,11/6/17,0.3687,14,11/17/17,25,N
SoundRoom,5,9,10/25/17,F,11/8/17,0.3673,14,11/20/17,26,N
SoundRoom,5,54,10/25/17,F,11/8/17,0.3665,14,11/20/17,26,N
SoundRoom,5,31,10/23/17,F,11/5/17,0.3654,13,11/17/17,25,N
SoundRoom,5,5,10/23/17,F,11/5/17,0.3649,13,11/19/17,27,N
SoundRoom,6,52,10/25/17,F,11/6/17,0.3643,12,11/20/17,26,N
SoundRoom,5,15,10/25/17,F,11/8/17,0.3627,14,11/21/17,27,N
SoundRoom,5,44,10/25/17,F,11/8/17,0.3609,14,11/21/17,27,N
SoundRoom,5,52,10/25/17,F,11/8/17,0.3606,14,11/20/17,26,N
SoundRoom,6,45,10/25/17,F,11/6/17,0.3586,12,11/20/17,26,N
SoundRoom,5,55,10/25/17,F,11/7/17,0.3563,13,11/20/17,26,N
SoundRoom,5,30,10/25/17,F,11/7/17,0.3544,13,11/21/17,27,N
SoundRoom,5,57,10/23/17,F,11/8/17,0.3543,16,11/21/17,29,N
SoundRoom,5,13,10/23/17,F,11/5/17,0.3533,13,11/18/17,26,N
SoundRoom,5,26,10/25/17,F,11/9/17,0.3531,15,11/21/17,27,N
SoundRoom,6,60,10/25/17,F,11/7/17,0.3509,13,11/20/17,26,N
SoundRoom,6,61,10/25/17,F,11/7/17,0.3507,13,11/20/17,26,N
SoundRoom,2,61,10/4/17,F,NA,0.3478,NA,10/28/17,24,N
SoundRoom,5,41,10/25/17,F,11/8/17,0.3475,14,DEAD,NA,N
SoundRoom,5,11,10/23/17,F,11/6/17,0.3474,14,11/17/17,25,N
SoundRoom,6,39,10/25/17,F,11/8/17,0.3472,14,11/20/17,26,N
SoundRoom,6,50,10/25/17,F,11/8/17,0.3465,14,11/20/17,26,N
SoundRoom,6,2,10/25/17,F,11/8/17,0.3461,14,11/20/17,26,N
SoundRoom,2,8,10/4/17,F,NA,0.345,NA,10/28/17,24,N
SoundRoom,5,35,10/23/17,F,11/4/17,0.3435,12,11/18/17,26,N
SoundRoom,6,4,10/25/17,F,11/8/17,0.3429,14,11/21/17,27,N
SoundRoom,6,63,10/25/17,F,11/7/17,0.3428,13,11/20/17,26,N
SoundRoom,2,36,10/4/17,F,NA,0.3424,NA,10/28/17,24,N
SoundRoom,6,25,10/25/17,F,11/6/17,0.3372,12,11/20/17,26,N
SoundRoom,5,21,10/25/17,F,11/7/17,0.335,13,DEAD,NA,N
SoundRoom,5,6,10/23/17,F,11/6/17,0.3303,14,11/17/17,25,N
SoundRoom,6,53,10/25/17,F,11/8/17,0.3278,14,11/21/17,27,N
SoundRoom,5,59,10/25/17,F,11/6/17,0.3272,12,11/20/17,26,N
SoundRoom,5,3,10/23/17,F,11/5/17,0.3257,13,11/17/17,25,N
SoundRoom,6,26,10/25/17,F,11/6/17,0.3236,12,11/20/17,26,N
SoundRoom,5,43,10/23/17,F,11/5/17,0.3225,13,11/17/17,25,N
SoundRoom,2,18,10/4/17,F,NA,0.3057,NA,10/28/17,24,N
SoundRoom,5,46,10/23/17,F,11/6/17,0.3033,14,DEAD,NA,N
SoundRoom,5,10,10/25/17,F,11/8/17,0.2995,14,DEAD,NA,N
SoundRoom,5,21,10/23/17,F,11/6/17,0.2465,14,11/19/17,27,N
Full Mating Exposure,2,47,11/15/17,F,11/26/17,0.4606,11,12/7/17,22,Y
Full Mating Exposure,2,56,11/15/17,F,11/29/17,0.4487,14,12/10/17,25,Y
Full Mating Exposure,4,20,11/27/17,F,12/12/17,0.447,15,NA,NA,Y
Full Mating Exposure,4,11,11/27/17,F,12/12/17,0.4264,15,NA,NA,Y
Full Mating Exposure,2,30,11/15/17,F,11/29/17,0.4223,14,12/9/17,24,Y
Full Mating Exposure,1,12,10/31/17,F,11/14/17,0.4218,14,11/26/17,26,Y
Full Mating Exposure,1,28,10/31/17,F,11/12/17,0.4212,12,11/24/17,24,Y
Full Mating Exposure,2,6,11/13/17,F,11/24/17,0.4178,11,12/7/17,24,Y
Full Mating Exposure,2,62,11/15/17,F,11/26/17,0.4178,11,12/8/17,23,Y
Full Mating Exposure,2,33,11/15/17,F,11/28/17,0.4162,13,12/8/17,23,Y
Full Mating Exposure,2,21,11/15/17,F,11/27/17,0.4133,12,12/9/17,24,Y
Full Mating Exposure,1,15,10/31/17,F,11/12/17,0.4118,12,11/24/17,24,Y
Full Mating Exposure,10,57,3/26/18,F,4/9/18,0.4093,NA,NA,NA,Y
Full Mating Exposure,1,30,10/31/17,F,11/12/17,0.4075,12,11/24/17,24,Y
Full Mating Exposure,2,49,11/15/17,F,11/25/17,0.4074,10,12/7/17,22,Y
Full Mating Exposure,1,60,10/31/17,F,11/12/17,0.4059,12,11/24/17,24,Y
Full Mating Exposure,1,36,10/31/17,F,11/15/17,0.4057,15,11/26/17,26,Y
Full Mating Exposure,1,54,10/31/17,F,11/12/17,0.4056,12,11/24/17,24,Y
Full Mating Exposure,2,68,11/15/17,F,11/27/17,0.4055,12,12/8/17,23,Y
Full Mating Exposure,2,73,11/15/17,F,11/25/17,0.4053,10,12/6/17,21,Y
Full Mating Exposure,2,53,11/15/17,F,11/28/17,0.4037,13,12/9/17,24,Y
Full Mating Exposure,10,46,3/26/18,F,4/8/18,0.4037,NA,NA,NA,Y
Full Mating Exposure,2,41,11/15/17,F,11/26/17,0.4035,11,12/7/17,22,Y
Full Mating Exposure,2,19,11/15/17,F,11/27/17,0.4033,12,12/8/17,23,Y
Full Mating Exposure,10,56,3/26/18,F,4/8/18,0.4033,NA,NA,NA,Y
Full Mating Exposure,1,18,10/31/17,F,11/12/17,0.4022,12,11/24/17,24,Y
Full Mating Exposure,4,6,11/27/17,F,12/12/17,0.4019,15,NA,NA,Y
Full Mating Exposure,2,10,11/13/17,F,11/25/17,0.4014,12,12/7/17,24,Y
Full Mating Exposure,2,46,11/15/17,F,11/27/17,0.397,12,12/8/17,23,Y
Full Mating Exposure,1,8,10/31/17,F,11/15/17,0.3943,15,11/27/17,27,Y
Full Mating Exposure,4,13,11/27/17,F,12/12/17,0.3943,15,NA,NA,Y
Full Mating Exposure,1,56,10/31/17,F,11/11/17,0.394,11,11/24/17,24,Y
Full Mating Exposure,10,51,3/26/18,F,4/9/18,0.394,NA,NA,NA,Y
Full Mating Exposure,1,3,10/31/17,F,11/11/17,0.3928,11,11/23/17,23,Y
Full Mating Exposure,4,15,11/27/17,F,12/12/17,0.3915,15,NA,NA,Y
Full Mating Exposure,2,69,11/15/17,F,11/28/17,0.3891,13,12/7/17,22,Y
Full Mating Exposure,1,11,10/31/17,F,11/14/17,0.3882,14,11/26/17,26,Y
Full Mating Exposure,2,28,11/15/17,F,11/25/17,0.3882,10,12/7/17,22,Y
Full Mating Exposure,2,52,11/15/17,F,11/27/17,0.3868,12,12/8/17,23,Y
Full Mating Exposure,2,48,11/15/17,F,11/27/17,0.3851,12,12/8/17,23,Y
Full Mating Exposure,2,7,11/13/17,F,11/24/17,0.3832,11,12/5/17,22,Y
Full Mating Exposure,1,50,10/31/17,F,11/14/17,0.3825,14,11/26/17,26,Y
Full Mating Exposure,1,42,10/31/17,F,11/14/17,0.3811,14,11/26/17,26,Y
Full Mating Exposure,4,16,11/27/17,F,12/10/17,0.3797,13,NA,NA,Y
Full Mating Exposure,1,20,10/31/17,F,11/12/17,0.3796,12,11/24/17,24,Y
Full Mating Exposure,2,11,11/13/17,F,11/25/17,0.3776,12,12/6/17,23,Y
Full Mating Exposure,1,38,10/31/17,F,11/15/17,0.3762,15,11/25/17,25,Y
Full Mating Exposure,2,44,11/15/17,F,11/27/17,0.3754,12,12/8/17,23,Y
Full Mating Exposure,1,17,10/31/17,F,11/12/17,0.3752,12,11/24/17,24,Y
Full Mating Exposure,2,18,11/15/17,F,11/28/17,0.3714,13,12/8/17,23,Y
Full Mating Exposure,10,53,3/26/18,F,4/8/18,0.3714,NA,NA,NA,Y
Full Mating Exposure,1,43,10/31/17,F,11/12/17,0.3712,12,11/24/17,24,Y
Full Mating Exposure,10,38,3/26/18,F,4/10/18,0.3696,NA,NA,NA,Y
Full Mating Exposure,2,37,11/15/17,F,11/29/17,0.3692,14,12/9/17,24,Y
Full Mating Exposure,2,64,11/15/17,F,11/28/17,0.3686,13,12/8/17,23,Y
Full Mating Exposure,1,13,10/31/17,F,11/14/17,0.3682,14,11/26/17,26,Y
Full Mating Exposure,2,32,11/15/17,F,11/25/17,0.3682,10,12/7/17,22,Y
Full Mating Exposure,2,57,11/15/17,F,11/26/17,0.3671,11,12/8/17,23,Y
Full Mating Exposure,1,34,10/31/17,F,11/12/17,0.3665,12,11/25/17,25,Y
Full Mating Exposure,10,50,3/26/18,F,4/8/18,0.3651,NA,NA,NA,Y
Full Mating Exposure,4,18,11/27/17,F,12/12/17,0.3645,15,NA,NA,Y
Full Mating Exposure,10,20,3/26/18,F,4/9/18,0.3628,NA,NA,NA,Y
Full Mating Exposure,1,1,10/31/17,F,11/12/17,0.3608,12,11/25/17,25,Y
Full Mating Exposure,4,9,11/27/17,F,12/12/17,0.3603,15,NA,NA,Y
Full Mating Exposure,1,19,10/31/17,F,11/13/17,0.3585,13,11/24/17,24,Y
Full Mating Exposure,1,41,10/31/17,F,11/13/17,0.3574,13,11/25/17,25,Y
Full Mating Exposure,10,28,3/26/18,F,4/10/18,0.354,NA,NA,NA,Y
Full Mating Exposure,2,71,11/15/17,F,11/28/17,0.3535,13,12/8/17,23,Y
Full Mating Exposure,2,61,11/15/17,F,11/28/17,0.3534,13,12/8/17,23,Y
Full Mating Exposure,10,54,3/26/18,F,4/10/18,0.3522,NA,NA,NA,Y
Full Mating Exposure,1,62,10/31/17,F,11/13/17,0.3517,13,11/25/17,25,Y
Full Mating Exposure,10,3,3/26/18,F,4/10/18,0.3508,NA,NA,NA,Y
Full Mating Exposure,1,45,10/31/17,F,11/12/17,0.35,12,11/24/17,24,Y
Full Mating Exposure,4,17,11/27/17,F,12/10/17,0.3496,13,NA,NA,Y
Full Mating Exposure,1,27,10/31/17,F,11/12/17,0.3489,12,11/24/17,24,Y
Full Mating Exposure,4,12,11/27/17,F,12/10/17,0.3488,13,NA,NA,Y
Full Mating Exposure,2,17,11/15/17,F,11/27/17,0.348,12,12/8/17,23,Y
Full Mating Exposure,10,26,3/26/18,F,4/10/18,0.3442,NA,NA,NA,Y
Full Mating Exposure,1,44,10/31/17,F,11/12/17,0.3435,12,11/24/17,24,Y
Full Mating Exposure,10,1,3/26/18,F,4/9/18,0.3435,NA,NA,NA,Y
Full Mating Exposure,2,43,11/15/17,F,11/28/17,0.3433,13,12/9/17,24,Y
Full Mating Exposure,10,55,3/26/18,F,4/9/18,0.3427,NA,NA,NA,Y
Full Mating Exposure,2,14,11/13/17,F,11/24/17,0.3414,11,12/6/17,23,Y
Full Mating Exposure,1,47,10/31/17,F,11/12/17,0.3394,12,11/24/17,24,Y
Full Mating Exposure,10,11,3/26/18,F,4/9/18,0.3346,NA,NA,NA,Y
Full Mating Exposure,1,26,10/31/17,F,11/12/17,0.3342,12,11/24/17,24,Y
Full Mating Exposure,10,29,3/26/18,F,4/8/18,0.3337,NA,NA,NA,Y
Full Mating Exposure,10,40,3/26/18,F,4/9/18,0.3335,NA,NA,NA,Y
Full Mating Exposure,10,59,3/26/18,F,4/8/18,0.3301,NA,NA,NA,Y
Full Mating Exposure,4,7,11/27/17,F,12/10/17,0.3276,13,NA,NA,Y
Full Mating Exposure,10,32,3/26/18,F,4/8/18,0.3253,NA,NA,NA,Y
Full Mating Exposure,10,18,3/26/18,F,4/10/18,0.3252,NA,NA,NA,Y
Full Mating Exposure,10,6,3/26/18,F,4/9/18,0.3231,NA,NA,NA,Y
Full Mating Exposure,1,53,10/31/17,F,11/12/17,0.3207,12,11/25/17,25,Y
Full Mating Exposure,10,23,3/26/18,F,4/10/18,0.3177,NA,NA,NA,Y
Full Mating Exposure,2,59,11/15/17,F,11/28/17,0.3176,13,12/8/17,23,Y
Full Mating Exposure,10,41,3/26/18,F,4/8/18,0.3129,NA,NA,NA,Y
Full Mating Exposure,10,33,3/26/18,F,4/9/18,0.3075,NA,NA,NA,Y
Full Mating Exposure,4,10,11/27/17,F,12/10/17,0.3051,13,NA,NA,Y
Full Mating Exposure,10,21,3/26/18,F,4/10/18,0.3024,NA,NA,NA,Y
Over Exp,55,8,7/19/18,F,7/31/18,0.4023,12,NA,NA,Y
Over Exp,55,17,7/19/18,F,7/31/18,0.3992,12,NA,NA,Y
Over Exp,55,42,7/19/18,F,< 7/30/2018,0.391,NA,NA,NA,Y
Over Exp,55,16,7/19/18,F,< 7/30/2018,0.3797,NA,NA,NA,Y
Over Exp,55,21,7/19/18,F,7/30/18,0.3762,11,NA,NA,Y
Over Exp,55,25,7/19/18,F,7/30/18,0.3758,11,NA,NA,Y
Over Exp,55,55,7/19/18,F,< 7/30/2018,0.3748,NA,NA,NA,Y
Over Exp,55,13,7/19/18,F,< 7/30/2018,0.3707,NA,NA,NA,Y
Over Exp,55,46,7/19/18,F,7/31/18,0.3686,12,NA,NA,Y
Over Exp,55,36,7/19/18,F,< 7/30/2018,0.363,NA,NA,NA,Y
Over Exp,55,60,7/19/18,F,< 7/30/2018,0.3613,NA,NA,NA,Y
Over Exp,55,5,7/19/18,F,< 7/30/2018,0.3605,NA,NA,NA,Y
Over Exp,55,59,7/19/18,F,< 7/30/2018,0.3572,NA,NA,NA,Y
Over Exp,55,39,7/19/18,F,< 7/30/2018,0.3563,NA,NA,NA,Y
Over Exp,55,23,7/19/18,F,7/30/18,0.3562,11,NA,NA,Y
Over Exp,55,34,7/19/18,F,< 7/30/2018,0.3493,NA,NA,NA,Y
Over Exp,55,57,7/19/18,F,< 7/30/2018,0.3473,NA,NA,NA,Y
Over Exp,55,62,7/19/18,F,< 7/30/2018,0.3471,NA,NA,NA,Y
Over Exp,55,3,7/19/18,F,< 7/30/2018,0.3465,NA,NA,NA,Y
Over Exp,55,22,7/19/18,F,< 7/30/2018,0.3455,NA,NA,NA,Y
Over Exp,55,41,7/19/18,F,7/30/18,0.3445,11,NA,NA,Y
Over Exp,55,53,7/19/18,F,< 7/30/2018,0.3423,NA,NA,NA,Y
Over Exp,55,14,7/19/18,F,< 7/30/2018,0.3383,NA,NA,NA,Y
Over Exp,55,47,7/19/18,F,7/30/18,0.336,11,NA,NA,Y
Over Exp,55,20,7/19/18,F,< 7/30/2018,0.3345,NA,NA,NA,Y
Over Exp,55,19,7/19/18,F,< 7/30/2018,0.3338,NA,NA,NA,Y
Over Exp,101,1,6/25/19,F,7/7/19,0.3316,12,NA,NA,Y
Over Exp,55,4,7/19/18,F,< 7/30/2018,0.3224,NA,NA,NA,Y
Over Exp,55,48,7/19/18,F,< 7/30/2018,0.3213,NA,NA,NA,Y
Over Exp,101,12,6/25/19,F,7/5/19,0.3194,10,NA,NA,Y
Over Exp,55,35,7/19/18,F,< 7/30/2018,0.3185,NA,NA,NA,Y
Over Exp,55,24,7/19/18,F,7/30/18,0.3174,11,NA,NA,Y
Over Exp,101,5,6/25/19,F,7/7/19,0.3137,12,NA,NA,Y
Over Exp,55,26,7/19/18,F,7/30/18,0.3065,11,NA,NA,Y
Over Exp,101,25,6/25/19,F,7/5/19,0.2997,10,NA,NA,Y
Over Exp,101,20,6/25/19,F,7/7/19,0.266,12,NA,NA,Y
Over Exp,101,7,6/25/19,F,7/8/19,0.2158,13,NA,NA,Y
Over Exp,101,11,6/25/19,F,7/8/19,0.199,13,NA,NA,Y
