Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge
Full Mating Exposure,1,1,10/31/17,F,11/12/17,0.3608,12,11/25/17,25
Full Mating Exposure,1,2,10/31/17,M,11/12/17,0.3526,12,11/26/17,26
Full Mating Exposure,1,3,10/31/17,F,11/11/17,0.3928,11,11/23/17,23
Full Mating Exposure,1,4,10/31/17,M,11/14/17,0.4166,14,11/26/17,26
Full Mating Exposure,1,5,10/31/17,M,11/12/17,0.3902,12,11/24/17,24
Full Mating Exposure,1,6,10/31/17,M,11/15/17,0.414,15,11/26/17,26
Full Mating Exposure,1,7,10/31/17,M,11/12/17,0.3815,12,11/25/17,25
Full Mating Exposure,1,8,10/31/17,F,11/15/17,0.3943,15,11/27/17,27
Full Mating Exposure,1,9,10/31/17,M,11/13/17,0.3556,13,11/25/17,25
Full Mating Exposure,1,10,10/31/17,M,11/14/17,0.429,14,11/26/17,26
Full Mating Exposure,1,11,10/31/17,F,11/14/17,0.3882,14,11/26/17,26
Full Mating Exposure,1,12,10/31/17,F,11/14/17,0.4218,14,11/26/17,26
Full Mating Exposure,1,13,10/31/17,F,11/14/17,0.3682,14,11/26/17,26
Full Mating Exposure,1,14,10/31/17,M,11/12/17,0.3508,12,11/24/17,24
Full Mating Exposure,1,15,10/31/17,F,11/12/17,0.4118,12,11/24/17,24
Full Mating Exposure,1,16,10/31/17,M,11/11/17,0.3431,11,11/25/17,25
Full Mating Exposure,1,17,10/31/17,F,11/12/17,0.3752,12,11/24/17,24
Full Mating Exposure,1,18,10/31/17,F,11/12/17,0.4022,12,11/24/17,24
Full Mating Exposure,1,19,10/31/17,F,11/13/17,0.3585,13,11/24/17,24
Full Mating Exposure,1,20,10/31/17,F,11/12/17,0.3796,12,11/24/17,24
Full Mating Exposure,1,21,10/31/17,M,11/11/17,0.3529,11,11/25/17,25
Full Mating Exposure,1,22,10/31/17,M,11/11/17,0.3598,11,11/24/17,24
Full Mating Exposure,1,23,10/31/17,M,11/12/17,0.362,12,11/25/17,25
Full Mating Exposure,1,24,10/31/17,M,11/12/17,0.3496,12,11/26/17,26
Full Mating Exposure,1,25,10/31/17,M,11/13/17,0.3143,13,11/24/17,24
Full Mating Exposure,1,26,10/31/17,F,11/12/17,0.3342,12,11/24/17,24
Full Mating Exposure,1,27,10/31/17,F,11/12/17,0.3489,12,11/24/17,24
Full Mating Exposure,1,28,10/31/17,F,11/12/17,0.4212,12,11/24/17,24
Full Mating Exposure,1,29,10/31/17,M,11/14/17,0.2817,14,11/26/17,26
Full Mating Exposure,1,30,10/31/17,F,11/12/17,0.4075,12,11/24/17,24
Full Mating Exposure,1,32,10/31/17,M,11/13/17,0.3704,13,11/25/17,25
Full Mating Exposure,1,33,10/31/17,M,11/13/17,0.4018,13,11/24/17,24
Full Mating Exposure,1,34,10/31/17,F,11/12/17,0.3665,12,11/25/17,25
Full Mating Exposure,1,35,10/31/17,M,11/12/17,0.4146,12,11/24/17,24
Full Mating Exposure,1,36,10/31/17,F,11/15/17,0.4057,15,11/26/17,26
Full Mating Exposure,1,38,10/31/17,F,11/15/17,0.3762,15,11/25/17,25
Full Mating Exposure,1,39,10/31/17,M,11/13/17,0.3421,13,11/26/17,26
Full Mating Exposure,1,40,10/31/17,M,11/12/17,0.3749,12,11/25/17,25
Full Mating Exposure,1,41,10/31/17,F,11/13/17,0.3574,13,11/25/17,25
Full Mating Exposure,1,42,10/31/17,F,11/14/17,0.3811,14,11/26/17,26
Full Mating Exposure,1,43,10/31/17,F,11/12/17,0.3712,12,11/24/17,24
Full Mating Exposure,1,44,10/31/17,F,11/12/17,0.3435,12,11/24/17,24
Full Mating Exposure,1,45,10/31/17,F,11/12/17,0.35,12,11/24/17,24
Full Mating Exposure,1,46,10/31/17,M,11/12/17,0.4167,12,11/26/17,26
Full Mating Exposure,1,47,10/31/17,F,11/12/17,0.3394,12,11/24/17,24
Full Mating Exposure,1,48,10/31/17,M,11/12/17,0.3526,12,11/25/17,25
Full Mating Exposure,1,49,10/31/17,M,11/13/17,0.3379,13,11/26/17,26
Full Mating Exposure,1,50,10/31/17,F,11/14/17,0.3825,14,11/26/17,26
Full Mating Exposure,1,51,10/31/17,M,11/12/17,0.3959,12,11/24/17,24
Full Mating Exposure,1,52,10/31/17,M,11/13/17,0.3681,13,11/25/17,25
Full Mating Exposure,1,53,10/31/17,F,11/12/17,0.3207,12,11/25/17,25
Full Mating Exposure,1,54,10/31/17,F,11/12/17,0.4056,12,11/24/17,24
Full Mating Exposure,1,55,10/31/17,M,11/14/17,0.4396,14,11/26/17,26
Full Mating Exposure,1,56,10/31/17,F,11/11/17,0.394,11,11/24/17,24
Full Mating Exposure,1,58,10/31/17,M,11/13/17,0.3818,13,11/25/17,25
Full Mating Exposure,1,59,10/31/17,M,11/12/17,0.3958,12,11/24/17,24
Full Mating Exposure,1,60,10/31/17,F,11/12/17,0.4059,12,11/24/17,24
Full Mating Exposure,1,62,10/31/17,F,11/13/17,0.3517,13,11/25/17,25
Full Mating Exposure,1,63,10/31/17,M,11/12/17,0.3946,12,11/24/17,24
Full Mating Exposure,1,64,10/31/17,M,11/12/17,0.3886,12,11/25/17,25
Full Mating Exposure,2,1,11/13/17,M,11/24/17,0.4294,11,12/8/17,25
Full Mating Exposure,2,2,11/13/17,M,11/28/17,0.2841,15,12/10/17,27
Full Mating Exposure,2,3,11/13/17,M,11/25/17,0.3825,12,12/7/17,24
Full Mating Exposure,2,4,11/13/17,M,11/26/17,0.3755,13,12/7/17,24
Full Mating Exposure,2,5,11/13/17,M,11/27/17,0.3387,14,12/9/17,26
Full Mating Exposure,2,6,11/13/17,F,11/24/17,0.4178,11,12/7/17,24
Full Mating Exposure,2,7,11/13/17,F,11/24/17,0.3832,11,12/5/17,22
Full Mating Exposure,2,9,11/13/17,M,11/25/17,0.347,12,12/6/17,23
Full Mating Exposure,2,10,11/13/17,F,11/25/17,0.4014,12,12/7/17,24
Full Mating Exposure,2,11,11/13/17,F,11/25/17,0.3776,12,12/6/17,23
Full Mating Exposure,2,12,11/13/17,M,11/25/17,0.3649,12,12/7/17,24
Full Mating Exposure,2,14,11/13/17,F,11/24/17,0.3414,11,12/6/17,23
Full Mating Exposure,2,15,11/15/17,M,11/27/17,0.3689,12,12/8/17,23
Full Mating Exposure,2,16,11/15/17,M,11/28/17,0.4044,13,12/11/17,26
Full Mating Exposure,2,17,11/15/17,F,11/27/17,0.348,12,12/8/17,23
Full Mating Exposure,2,18,11/15/17,F,11/28/17,0.3714,13,12/8/17,23
Full Mating Exposure,2,19,11/15/17,F,11/27/17,0.4033,12,12/8/17,23
Full Mating Exposure,2,20,11/15/17,M,11/27/17,0.3524,12,12/9/17,24
Full Mating Exposure,2,21,11/15/17,F,11/27/17,0.4133,12,12/9/17,24
Full Mating Exposure,2,22,11/15/17,M,11/28/17,0.3661,13,12/9/17,24
Full Mating Exposure,2,23,11/15/17,M,11/29/17,0.4057,14,12/11/17,26
Full Mating Exposure,2,24,11/15/17,M,11/27/17,0.3948,12,12/9/17,24
Full Mating Exposure,2,25,11/15/17,M,11/28/17,0.4083,13,12/11/17,26
Full Mating Exposure,2,26,11/15/17,M,11/28/17,0.3811,13,12/9/17,24
Full Mating Exposure,2,27,11/15/17,M,11/28/17,0.4509,13,12/12/17,27
Full Mating Exposure,2,28,11/15/17,F,11/25/17,0.3882,10,12/7/17,22
Full Mating Exposure,2,29,11/15/17,M,11/27/17,0.3811,12,12/9/17,24
Full Mating Exposure,2,30,11/15/17,F,11/29/17,0.4223,14,12/9/17,24
Full Mating Exposure,2,31,11/15/17,M,11/29/17,0.4099,14,12/11/17,26
Full Mating Exposure,2,32,11/15/17,F,11/25/17,0.3682,10,12/7/17,22
Full Mating Exposure,2,33,11/15/17,F,11/28/17,0.4162,13,12/8/17,23
Full Mating Exposure,2,34,11/15/17,M,11/26/17,0.3868,11,12/9/17,24
Full Mating Exposure,2,35,11/15/17,M,11/27/17,0.3888,12,12/9/17,24
Full Mating Exposure,2,36,11/15/17,M,11/26/17,0.3852,11,12/8/17,23
Full Mating Exposure,2,37,11/15/17,F,11/29/17,0.3692,14,12/9/17,24
Full Mating Exposure,2,38,11/15/17,M,11/28/17,0.3635,13,12/9/17,24
Full Mating Exposure,2,39,11/15/17,M,11/29/17,0.3971,14,12/11/17,26
Full Mating Exposure,2,40,11/15/17,M,11/27/17,0.3585,12,12/8/17,23
Full Mating Exposure,2,41,11/15/17,F,11/26/17,0.4035,11,12/7/17,22
Full Mating Exposure,2,42,11/15/17,M,11/26/17,0.3785,11,12/8/17,23
Full Mating Exposure,2,43,11/15/17,F,11/28/17,0.3433,13,12/9/17,24
Full Mating Exposure,2,44,11/15/17,F,11/27/17,0.3754,12,12/8/17,23
Full Mating Exposure,2,45,11/15/17,M,11/27/17,0.3302,12,12/8/17,23
Full Mating Exposure,2,46,11/15/17,F,11/27/17,0.397,12,12/8/17,23
Full Mating Exposure,2,47,11/15/17,F,11/26/17,0.4606,11,12/7/17,22
Full Mating Exposure,2,48,11/15/17,F,11/27/17,0.3851,12,12/8/17,23
Full Mating Exposure,2,49,11/15/17,F,11/25/17,0.4074,10,12/7/17,22
Full Mating Exposure,2,50,11/15/17,M,11/28/17,0.4202,13,12/9/17,24
Full Mating Exposure,2,51,11/15/17,M,11/28/17,0.3572,13,12/9/17,24
Full Mating Exposure,2,52,11/15/17,F,11/27/17,0.3868,12,12/8/17,23
Full Mating Exposure,2,53,11/15/17,F,11/28/17,0.4037,13,12/9/17,24
Full Mating Exposure,2,54,11/15/17,M,11/27/17,0.3894,12,12/9/17,24
Full Mating Exposure,2,55,11/15/17,M,11/26/17,0.3946,11,12/9/17,24
Full Mating Exposure,2,56,11/15/17,F,11/29/17,0.4487,14,12/10/17,25
Full Mating Exposure,2,57,11/15/17,F,11/26/17,0.3671,11,12/8/17,23
Full Mating Exposure,2,58,11/15/17,M,11/27/17,0.359,12,12/8/17,23
Full Mating Exposure,2,59,11/15/17,F,11/28/17,0.3176,13,12/8/17,23
Full Mating Exposure,2,60,11/15/17,M,11/26/17,0.4216,11,12/8/17,23
Full Mating Exposure,2,61,11/15/17,F,11/28/17,0.3534,13,12/8/17,23
Full Mating Exposure,2,62,11/15/17,F,11/26/17,0.4178,11,12/8/17,23
Full Mating Exposure,2,63,11/15/17,M,11/26/17,0.3744,11,12/8/17,23
Full Mating Exposure,2,64,11/15/17,F,11/28/17,0.3686,13,12/8/17,23
Full Mating Exposure,2,65,11/15/17,M,11/26/17,0.4022,11,12/8/17,23
Full Mating Exposure,2,66,11/15/17,M,11/28/17,0.3411,13,12/9/17,24
Full Mating Exposure,2,67,11/15/17,M,11/27/17,0.3856,12,12/9/17,24
Full Mating Exposure,2,68,11/15/17,F,11/27/17,0.4055,12,12/8/17,23
Full Mating Exposure,2,69,11/15/17,F,11/28/17,0.3891,13,12/7/17,22
Full Mating Exposure,2,70,11/15/17,M,11/28/17,0.3887,13,12/11/17,26
Full Mating Exposure,2,71,11/15/17,F,11/28/17,0.3535,13,12/8/17,23
Full Mating Exposure,2,72,11/15/17,M,11/25/17,0.3775,10,12/8/17,23
Full Mating Exposure,2,73,11/15/17,F,11/25/17,0.4053,10,12/6/17,21
Full Mating Exposure,2,74,11/15/17,M,11/29/17,0.3627,14,12/11/17,26
Full Mating Exposure,2,75,11/15/17,M,11/28/17,0.3918,13,12/9/17,24
Full Mating Exposure,2,76,11/15/17,M,11/28/17,0.386,13,12/9/17,24
Full Mating Exposure,2,77,11/15/17,M,11/27/17,0.3847,12,12/9/17,24
Full Mating Exposure,2,78,11/15/17,M,11/27/17,0.3696,12,12/8/17,23
Full Mating Exposure,4,1,11/27/17,M,12/10/17,0.3508,13,NA,NA
Full Mating Exposure,4,2,11/27/17,M,12/10/17,0.3565,13,NA,NA
Full Mating Exposure,4,3,11/27/17,M,12/12/17,0.3968,15,NA,NA
Full Mating Exposure,4,4,11/27/17,M,12/12/17,0.4327,15,NA,NA
Full Mating Exposure,4,5,11/27/17,M,12/12/17,0.3987,15,NA,NA
Full Mating Exposure,4,6,11/27/17,F,12/12/17,0.4019,15,NA,NA
Full Mating Exposure,4,7,11/27/17,F,12/10/17,0.3276,13,NA,NA
Full Mating Exposure,4,8,11/27/17,M,12/10/17,0.3346,13,NA,NA
Full Mating Exposure,4,9,11/27/17,F,12/12/17,0.3603,15,NA,NA
Full Mating Exposure,4,10,11/27/17,F,12/10/17,0.3051,13,NA,NA
Full Mating Exposure,4,11,11/27/17,F,12/12/17,0.4264,15,NA,NA
Full Mating Exposure,4,12,11/27/17,F,12/10/17,0.3488,13,NA,NA
Full Mating Exposure,4,13,11/27/17,F,12/12/17,0.3943,15,NA,NA
Full Mating Exposure,4,14,11/27/17,M,12/10/17,0.3691,13,NA,NA
Full Mating Exposure,4,15,11/27/17,F,12/12/17,0.3915,15,NA,NA
Full Mating Exposure,4,16,11/27/17,F,12/10/17,0.3797,13,NA,NA
Full Mating Exposure,4,17,11/27/17,F,12/10/17,0.3496,13,NA,NA
Full Mating Exposure,4,18,11/27/17,F,12/12/17,0.3645,15,NA,NA
Full Mating Exposure,4,19,11/27/17,M,12/10/17,0.3282,13,NA,NA
Full Mating Exposure,4,20,11/27/17,F,12/12/17,0.447,15,NA,NA
Full Mating Exposure,4,21,11/27/17,M,12/12/17,0.4201,15,NA,NA
Full Mating Exposure,4,22,11/27/17,M,12/10/17,0.3515,13,NA,NA
Full Mating Exposure,4,23,11/27/17,M,12/13/17,0.33,16,NA,NA
Full Mating Exposure,10,1,3/26/18,F,4/9/18,0.3435,NA,NA,NA
Full Mating Exposure,10,2,3/26/18,M,4/8/18,0.3373,NA,NA,NA
Full Mating Exposure,10,3,3/26/18,F,4/10/18,0.3508,NA,NA,NA
Full Mating Exposure,10,4,3/26/18,M,4/9/18,0.3662,NA,NA,NA
Full Mating Exposure,10,5,3/26/18,M,4/9/18,0.345,NA,NA,NA
Full Mating Exposure,10,6,3/26/18,F,4/9/18,0.3231,NA,NA,NA
Full Mating Exposure,10,7,3/26/18,M,4/8/18,0.3374,NA,NA,NA
Full Mating Exposure,10,8,3/26/18,M,4/8/18,0.3324,NA,NA,NA
Full Mating Exposure,10,9,3/26/18,M,4/8/18,0.3762,NA,NA,NA
Full Mating Exposure,10,10,3/26/18,M,4/9/18,0.3261,NA,NA,NA
Full Mating Exposure,10,11,3/26/18,F,4/9/18,0.3346,NA,NA,NA
Full Mating Exposure,10,12,3/26/18,M,4/8/18,0.389,NA,NA,NA
Full Mating Exposure,10,13,3/26/18,M,4/8/18,0.336,NA,NA,NA
Full Mating Exposure,10,14,3/26/18,M,4/8/18,0.3957,NA,NA,NA
Full Mating Exposure,10,15,3/26/18,M,4/9/18,0.3487,NA,NA,NA
Full Mating Exposure,10,16,3/26/18,M,4/9/18,0.4133,NA,NA,NA
Full Mating Exposure,10,17,3/26/18,M,4/9/18,0.361,NA,NA,NA
Full Mating Exposure,10,18,3/26/18,F,4/10/18,0.3252,NA,NA,NA
Full Mating Exposure,10,19,3/26/18,M,4/18/18,0.3523,NA,NA,NA
Full Mating Exposure,10,20,3/26/18,F,4/9/18,0.3628,NA,NA,NA
Full Mating Exposure,10,21,3/26/18,F,4/10/18,0.3024,NA,NA,NA
Full Mating Exposure,10,22,3/26/18,M,4/9/18,0.3293,NA,NA,NA
Full Mating Exposure,10,23,3/26/18,F,4/10/18,0.3177,NA,NA,NA
Full Mating Exposure,10,24,3/26/18,M,4/9/18,0.3274,NA,NA,NA
Full Mating Exposure,10,25,3/26/18,M,4/9/18,0.3486,NA,NA,NA
Full Mating Exposure,10,26,3/26/18,F,4/10/18,0.3442,NA,NA,NA
Full Mating Exposure,10,27,3/26/18,M,4/8/18,0.3715,NA,NA,NA
Full Mating Exposure,10,28,3/26/18,F,4/10/18,0.354,NA,NA,NA
Full Mating Exposure,10,29,3/26/18,F,4/8/18,0.3337,NA,NA,NA
Full Mating Exposure,10,30,3/26/18,M,4/8/18,0.3365,NA,NA,NA
Full Mating Exposure,10,31,3/26/18,M,4/8/18,0.3833,NA,NA,NA
Full Mating Exposure,10,32,3/26/18,F,4/8/18,0.3253,NA,NA,NA
Full Mating Exposure,10,33,3/26/18,F,4/9/18,0.3075,NA,NA,NA
Full Mating Exposure,10,34,3/26/18,M,4/8/18,0.3214,NA,NA,NA
Full Mating Exposure,10,35,3/26/18,M,4/8/18,0.3356,NA,NA,NA
Full Mating Exposure,10,36,3/26/18,M,4/10/18,0.329,NA,NA,NA
Full Mating Exposure,10,37,3/26/18,M,4/10/18,0.3388,NA,NA,NA
Full Mating Exposure,10,38,3/26/18,F,4/10/18,0.3696,NA,NA,NA
Full Mating Exposure,10,39,3/26/18,M,4/9/18,0.3094,NA,NA,NA
Full Mating Exposure,10,40,3/26/18,F,4/9/18,0.3335,NA,NA,NA
Full Mating Exposure,10,41,3/26/18,F,4/8/18,0.3129,NA,NA,NA
Full Mating Exposure,10,42,3/26/18,M,4/9/18,0.3955,NA,NA,NA
Full Mating Exposure,10,43,3/26/18,M,4/8/18,0.3785,NA,NA,NA
Full Mating Exposure,10,44,3/26/18,M,4/8/18,0.3738,NA,NA,NA
Full Mating Exposure,10,45,3/26/18,M,4/9/18,0.3517,NA,NA,NA
Full Mating Exposure,10,46,3/26/18,F,4/8/18,0.4037,NA,NA,NA
Full Mating Exposure,10,47,3/26/18,M,4/9/18,0.3498,NA,NA,NA
Full Mating Exposure,10,48,3/26/18,M,4/8/18,0.3241,NA,NA,NA
Full Mating Exposure,10,49,3/26/18,M,4/8/18,0.3868,NA,NA,NA
Full Mating Exposure,10,50,3/26/18,F,4/8/18,0.3651,NA,NA,NA
Full Mating Exposure,10,51,3/26/18,F,4/9/18,0.394,NA,NA,NA
Full Mating Exposure,10,52,3/26/18,M,4/8/18,0.3011,NA,NA,NA
Full Mating Exposure,10,53,3/26/18,F,4/8/18,0.3714,NA,NA,NA
Full Mating Exposure,10,54,3/26/18,F,4/10/18,0.3522,NA,NA,NA
Full Mating Exposure,10,55,3/26/18,F,4/9/18,0.3427,NA,NA,NA
Full Mating Exposure,10,56,3/26/18,F,4/8/18,0.4033,NA,NA,NA
Full Mating Exposure,10,57,3/26/18,F,4/9/18,0.4093,NA,NA,NA
Full Mating Exposure,10,58,3/26/18,M,4/8/18,0.4005,NA,NA,NA
Full Mating Exposure,10,59,3/26/18,F,4/8/18,0.3301,NA,NA,NA
Full Mating Exposure,10,60,3/26/18,M,4/8/18,0.2927,NA,NA,NA
Full Mating Exposure,10,61,3/26/18,  M,4/9/18,0.3286,NA,NA,NA
Full Mating Exposure,10,62,3/26/18,M,4/9/18,0.3289,NA,NA,NA
Full Mating Exposure,10,63,3/26/18,M,4/9/18,0.319,NA,NA,NA
Full Mating Exposure,10,64,3/26/18,M,4/8/18,0.3412,NA,NA,NA
Over Exposure,12,1,4/11/18,F,4/24/18,NA,13,5/1/18,20
Over Exposure,12,2,4/11/18,M,4/24/18,NA,13,5/2/18,21
Over Exposure,12,3,4/11/18,F,4/24/18,NA,13,5/2/18,21
Over Exposure,12,4,4/11/18,M,4/24/18,NA,13,5/4/18,23
Over Exposure,12,5,4/11/18,M,4/23/18,NA,12,5/3/18,22
Over Exposure,12,6,4/11/18,M,4/22/18,NA,11,5/3/18,22
Over Exposure,12,7,4/11/18,M,4/23/18,NA,12,5/3/18,22
Over Exposure,12,8,4/11/18,F,4/23/18,NA,12,5/2/18,21
Over Exposure,12,9,4/11/18,M,4/24/18,NA,13,5/5/18,24
Over Exposure,12,10,4/11/18,F,4/22/18,NA,11,5/1/18,20
Over Exposure,12,11,4/11/18,F,4/22/18,NA,11,5/2/18,21
Over Exposure,12,12,4/11/18,F,4/23/18,NA,12,5/3/18,22
Over Exposure,12,13,4/11/18,M,4/23/18,NA,12,5/4/18,23
Over Exposure,12,14,4/11/18,M,4/23/18,NA,12,5/4/18,23
Over Exposure,12,15,4/11/18,F,4/22/18,NA,11,5/1/18,20
Over Exposure,12,16,4/11/18,F,4/23/18,NA,12,5/3/18,22
Over Exposure,12,17,4/11/18,M,4/23/18,NA,12,5/3/18,22
Over Exposure,12,18,4/11/18,F,4/24/18,NA,13,5/1/18,20
Over Exposure,12,19,4/11/18,F,4/24/18,NA,13,5/3/18,22
Over Exposure,12,20,4/11/18,M,4/22/18,NA,11,5/4/18,23
Over Exposure,12,21,4/11/18,F,4/23/18,NA,12,5/1/18,20
Over Exposure,12,22,4/11/18,M,4/23/18,NA,12,5/3/18,22
Over Exposure,12,23,4/11/18,M,4/22/18,NA,11,5/2/18,21
Over Exposure,12,25,4/11/18,M,4/22/18,NA,11,5/3/18,22
Over Exposure,12,26,4/11/18,M,4/23/18,NA,12,5/3/18,22
Over Exposure,12,27,4/11/18,M,4/22/18,NA,11,5/3/18,22
Over Exposure,12,28,4/11/18,M,4/23/18,NA,12,5/2/18,21
Over Exposure,12,29,4/11/18,M,4/21/18,NA,10,5/1/18,20
Over Exposure,12,31,4/11/18,M,4/22/18,NA,11,5/1/18,20
Over Exposure,12,32,4/11/18,M,4/24/18,NA,13,5/4/18,23
Over Exposure,12,34,4/11/18,F,4/22/18,NA,11,5/2/18,21
Over Exposure,12,35,4/11/18,F,4/23/18,NA,12,5/2/18,21
Over Exposure,12,36,4/11/18,M,4/23/18,NA,12,5/4/18,23
Over Exposure,12,37,4/11/18,M,4/23/18,NA,12,5/5/18,24
Over Exposure,12,38,4/11/18,F,4/23/18,NA,12,5/3/18,22
Over Exposure,12,39,4/11/18,F,4/23/18,NA,12,5/2/18,21
Over Exposure,12,40,4/11/18,M,4/22/18,NA,11,5/4/18,23
Over Exposure,12,41,4/11/18,F,4/23/18,NA,12,5/3/18,22
Over Exposure,12,42,4/11/18,F,4/23/18,NA,12,5/1/18,20
Over Exposure,12,43,4/11/18,F,4/26/18,NA,15,5/1/18,20
Over Exposure,12,44,4/11/18,M,4/23/18,NA,12,5/2/18,21
Over Exposure,12,45,4/11/18,M,4/21/18,NA,10,5/2/18,21
Over Exposure,12,46,4/11/18,M,4/22/18,NA,11,5/3/18,22
Over Exposure,12,47,4/11/18,M,4/22/18,NA,11,5/1/18,20
Over Exposure,12,48,4/11/18,NA,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,3,4/11/18,M,4/21/18,NA,10,5/4/18,23
Full Mating Exposure,11,5,4/11/18,M,4/22/18,NA,11,5/6/18,25
Full Mating Exposure,11,8,4/11/18,M,4/25/18,NA,14,5/6/18,25
Full Mating Exposure,11,9,4/11/18,M,4/21/18,NA,10,5/1/18,20
Full Mating Exposure,11,10,4/11/18,M,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,11,4/11/18,F,4/23/18,NA,12,5/1/18,20
Full Mating Exposure,11,16,4/11/18,F,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,17,4/11/18,F,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,18,4/11/18,F,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,19,4/11/18,F,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,20,4/11/18,F,4/23/18,NA,12,5/1/18,20
Full Mating Exposure,11,21,4/11/18,M,4/22/18,NA,11,5/3/18,22
Full Mating Exposure,11,22,4/11/18,M,4/23/18,NA,12,5/3/18,22
Full Mating Exposure,11,23,4/11/18,M,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,24,4/11/18,M,5/2/18,NA,21,5/2/18,21
Full Mating Exposure,11,25,4/11/18,F,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,26,4/11/18,M,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,27,4/11/18,M,4/23/18,NA,12,5/4/18,23
Full Mating Exposure,11,28,4/11/18,F,4/21/18,NA,10,5/1/18,20
Full Mating Exposure,11,30,4/11/18,F,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,32,4/11/18,M,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,33,4/11/18,M,4/22/18,NA,11,5/3/18,22
Full Mating Exposure,11,34,4/11/18,F,4/22/18,NA,11,5/2/18,21
Full Mating Exposure,11,35,4/11/18,F,4/23/18,NA,12,5/1/18,20
Full Mating Exposure,11,37,4/11/18,M,4/22/18,NA,11,5/1/18,20
Full Mating Exposure,11,38,4/11/18,F,4/23/18,NA,12,5/2/18,21
Full Mating Exposure,11,39,4/11/18,M,4/23/18,NA,12,5/4/18,23
Full Mating Exposure,11,40,4/11/18,M,4/25/18,NA,14,5/8/18,27
Full Mating Exposure,11,41,4/11/18,M,4/21/18,NA,10,5/2/18,21
Full Mating Exposure,11,42,4/11/18,F,4/23/18,NA,12,5/2/18,21
Full Mating Exposure,11,44,4/11/18,F,4/23/18,NA,12,5/2/18,21
Full Mating Exposure,11,46,4/11/18,F,4/23/18,NA,12,5/2/18,21
Full Mating Exposure,11,47,4/11/18,M,4/21/18,NA,10,5/2/18,21
Full Mating Exposure,11,48,4/11/18,F,4/22/18,NA,11,5/1/18,20
Control,1,1,5/2/17,F,5/13/17,0.3684,12,NA,NA
Control,1,2,5/2/17,F,5/13/17,0.3505,12,NA,NA
Control,1,3,5/2/17,F,5/13/17,0.3469,12,NA,NA
Control,1,4,5/2/17,F,5/13/17,0.368,12,NA,NA
Control,1,5,5/2/17,F,5/13/17,0.3661,12,NA,NA
Control,1,6,5/2/17,F,5/13/17,0.2954,12,NA,NA
Control,1,7,5/2/17,M,5/13/17,0.358,12,NA,NA
Control,1,8,5/2/17,M,5/13/17,0.3278,12,NA,NA
Control,1,9,5/2/17,M,5/13/17,0.3481,12,NA,NA
Control,1,10,5/2/17,F,5/13/17,0.3458,12,NA,NA
Control,1,11,5/2/17,F,5/13/17,0.3659,12,NA,NA
Control,1,12,5/2/17,M,5/13/17,0.2643,12,NA,NA
Control,1,13,5/2/17,M,5/13/17,0.2862,12,NA,NA
Control,1,14,5/2/17,M,5/13/17,0.306,12,NA,NA
Control,1,15,5/2/17,M,5/13/17,0.329,12,NA,NA
Control,1,16,5/2/17,M,5/13/17,0.339,12,NA,NA
Control,1,17,5/2/17,F,5/13/17,0.3299,12,NA,NA
Control,1,18,5/2/17,F,5/13/17,0.3486,12,NA,NA
Control,1,19,5/2/17,M,5/13/17,0.2213,12,NA,NA
Control,1,20,5/2/17,F,5/13/17,0.3409,12,NA,NA
Control,1,21,5/2/17,M,5/13/17,0.3594,12,NA,NA
Control,1,22,5/2/17,M,5/13/17,0.2761,12,NA,NA
Control,1,23,5/2/17,M,5/13/17,0.3291,12,NA,NA
Control,1,24,5/2/17,M,5/13/17,0.3427,12,NA,NA
Control,1,25,5/2/17,F,5/13/17,0.3303,12,NA,NA
Control,1,26,5/2/17,F,5/13/17,0.3146,12,NA,NA
Control,1,27,5/2/17,F,5/13/17,0.2974,12,NA,NA
Control,1,28,5/2/17,M,5/13/17,0.4002,12,NA,NA
Control,1,29,5/2/17,F,5/13/17,0.3026,12,NA,NA
Control,1,30,5/2/17,M,5/13/17,0.2895,12,NA,NA
Control,1,31,5/2/17,F,5/13/17,0.3302,12,NA,NA
Control,1,32,5/2/17,DEAD,DEAD,DEAD,DEAD,NA,NA
Control,1,33,5/2/17,F,5/13/17,0.3536,12,NA,NA
Control,1,34,5/2/17,F,5/13/17,0.3613,12,NA,NA
Control,1,35,5/2/17,F,5/13/17,0.3055,12,NA,NA
Control,1,36,5/2/17,F,5/13/17,0.3309,12,NA,NA
Control,1,37,5/2/17,F,5/13/17,0.3612,12,NA,NA
Control,1,38,5/2/17,F,5/13/17,0.3154,12,NA,NA
Control,1,39,5/2/17,M,5/13/17,0.2988,12,NA,NA
Control,1,40,5/2/17,M,5/13/17,0.3515,12,NA,NA
