Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge
SoundControl,5,25,10/25/17,F,11/8/17,0.3952,14,11/20/17,26
SoundControl,5,26,10/25/17,F,11/9/17,0.3531,15,11/21/17,27
SoundControl,5,27,10/25/17,M,11/8/17,0.3835,14,11/20/17,26
SoundControl,5,28,10/25/17,M,11/8/17,0.3435,14,11/20/17,26
SoundControl,5,29,10/25/17,M,11/9/17,0.359,15,11/21/17,27
SoundControl,5,30,10/25/17,F,11/7/17,0.3544,13,11/21/17,27
SoundControl,5,31,10/25/17,F,11/8/17,0.4099,14,11/20/17,26
SoundControl,5,32,10/25/17,M,11/8/17,0.3931,14,11/21/17,27
SoundControl,5,33,10/25/17,F,11/8/17,0.3859,14,11/20/17,26
SoundControl,5,34,10/25/17,M,11/8/17,0.3771,14,11/20/17,26
SoundControl,5,35,10/25/17,F,11/8/17,0.3906,14,11/21/17,27
SoundControl,5,36,10/25/17,M,11/9/17,0.3933,15,11/22/17,28
SoundControl,5,37,10/25/17,M,11/8/17,0.3668,14,11/21/17,27
SoundControl,5,38,10/25/17,F,11/9/17,0.3789,15,11/21/17,27
SoundControl,5,39,10/25/17,M,11/8/17,0.3956,14,11/22/17,28
SoundControl,5,40,10/25/17,M,11/8/17,0.4116,14,11/21/17,27
SoundControl,5,41,10/25/17,F,11/8/17,0.3475,14,DEAD,NA
SoundControl,5,42,10/25/17,F,11/8/17,0.4052,14,11/20/17,26
SoundControl,5,43,10/25/17,M,11/8/17,0.4448,14,11/22/17,28
SoundControl,5,44,10/25/17,F,11/8/17,0.3609,14,11/21/17,27
SoundControl,5,45,10/25/17,M,11/8/17,0.3526,14,11/22/17,28
SoundControl,5,46,10/25/17,F,11/8/17,0.3768,14,11/20/17,26
SoundControl,5,47,10/25/17,M,11/8/17,0.34,14,11/21/17,27
SoundControl,5,48,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,49,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,50,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,51,10/25/17,M,11/14/17,0.3344,20,11/22/17,28
SoundControl,5,52,10/25/17,F,11/8/17,0.3606,14,11/20/17,26
SoundControl,5,53,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,54,10/25/17,F,11/8/17,0.3665,14,11/20/17,26
SoundControl,5,55,10/25/17,F,11/7/17,0.3563,13,11/20/17,26
SoundControl,5,56,10/25/17,M,11/8/17,0.3793,14,11/22/17,28
SoundControl,5,57,10/25/17,M,11/7/17,0.3366,13,11/20/17,26
SoundControl,5,58,10/25/17,F,11/8/17,0.3891,14,11/20/17,26
SoundControl,5,59,10/25/17,F,11/6/17,0.3272,12,11/20/17,26
SoundControl,5,60,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,61,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,62,10/25/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,63,10/25/17,M,11/8/17,0.3206,14,DEAD,NA
SoundControl,5,64,10/25/17,F,11/8/17,0.3842,14,DEAD,NA
SoundControl,5,1,10/23/17,M,11/7/17,0.4111,15,11/19/17,27
SoundControl,5,2,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,3,10/23/17,F,11/5/17,0.3257,13,11/17/17,25
SoundControl,5,4,10/23/17,M,11/5/17,0.3814,13,11/18/17,26
SoundControl,5,5,10/23/17,F,11/5/17,0.3649,13,11/19/17,27
SoundControl,5,6,10/23/17,F,11/6/17,0.3303,14,11/17/17,25
SoundControl,5,7,10/23/17,M,11/6/17,0.3591,14,11/19/17,27
SoundControl,5,8,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,9,10/23/17,M,11/5/17,0.3755,13,11/18/17,26
SoundControl,5,10,10/23/17,F,11/5/17,0.38,13,11/17/17,25
SoundControl,5,11,10/23/17,F,11/6/17,0.3474,14,11/17/17,25
SoundControl,5,12,10/23/17,M,11/6/17,0.3291,14,11/18/17,26
SoundControl,5,13,10/23/17,F,11/5/17,0.3533,13,11/18/17,26
SoundControl,5,14,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,15,10/23/17,M,11/8/17,0.3346,16,11/19/17,27
SoundControl,5,16,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,17,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,18,10/23/17,F,11/5/17,0.3903,13,11/17/17,25
SoundControl,5,19,10/23/17,M,11/5/17,0.323,13,DEAD,NA
SoundControl,5,20,10/23/17,F,11/6/17,0.3775,14,11/17/17,25
SoundControl,5,21,10/23/17,F,11/6/17,0.2465,14,11/19/17,27
SoundControl,5,22,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,23,10/23/17,M,11/5/17,0.3551,13,11/19/17,27
SoundControl,5,24,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,25,10/23/17,M,11/6/17,0.2916,14,11/19/17,27
SoundControl,5,26,10/23/17,F,11/6/17,0.3884,14,11/19/17,27
SoundControl,5,27,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,28,10/23/17,M,11/6/17,0.3442,14,DEAD,NA
SoundControl,5,29,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,30,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,31,10/23/17,F,11/5/17,0.3654,13,11/17/17,25
SoundControl,5,32,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,33,10/23/17,M,11/5/17,0.3684,13,11/19/17,27
SoundControl,5,34,10/23/17,M,11/4/17,0.3234,12,11/19/17,27
SoundControl,5,35,10/23/17,F,11/4/17,0.3435,12,11/18/17,26
SoundControl,5,36,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,37,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,38,10/23/17,M,11/8/17,0.4091,16,11/19/17,27
SoundControl,5,39,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,40,10/23/17,F,11/8/17,0.3709,16,11/19/17,27
SoundControl,5,41,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,42,10/23/17,M,11/5/17,0.3762,13,11/18/17,26
SoundControl,5,43,10/23/17,F,11/5/17,0.3225,13,11/17/17,25
SoundControl,5,44,10/23/17,M,11/6/17,0.3522,14,11/19/17,27
SoundControl,5,45,10/23/17,M,11/7/17,0.3274,15,DEAD,NA
SoundControl,5,46,10/23/17,F,11/6/17,0.3033,14,DEAD,NA
SoundControl,5,47,10/23/17,M,11/7/17,0.3736,15,11/19/17,27
SoundControl,5,48,10/23/17,M,11/5/17,0.343,13,11/19/17,27
SoundControl,5,49,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,50,10/23/17,M,11/6/17,0.3214,14,11/18/17,26
SoundControl,5,51,10/23/17,F,11/5/17,0.3816,13,11/17/17,25
SoundControl,5,52,10/23/17,M,11/6/17,0.3788,14,11/19/17,27
SoundControl,5,53,10/23/17,F,11/5/17,0.3714,13,11/17/17,25
SoundControl,5,54,10/23/17,F,11/5/17,0.4162,13,11/18/17,26
SoundControl,5,55,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,56,10/23/17,M,11/5/17,0.3535,13,11/18/17,26
SoundControl,5,57,10/23/17,F,11/8/17,0.3543,16,11/21/17,29
SoundControl,5,58,10/23/17,M,11/5/17,0.3255,13,DEAD,NA
SoundControl,5,59,10/23/17,M,11/6/17,0.3491,14,11/18/17,26
SoundControl,5,60,10/23/17,M,11/5/17,0.3046,13,11/17/17,25
SoundControl,5,61,10/23/17,F,11/6/17,0.3687,14,11/17/17,25
SoundControl,5,62,10/23/17,DEAD,DEAD,DEAD,NA,DEAD,NA
SoundControl,5,63,10/23/17,F,11/5/17,0.3747,13,11/17/17,25
SoundControl,5,64,10/23/17,F,11/5/17,NA,13,11/17/17,25
1 to 1,29,1,11/27/17,M,12/12/17,0.3935,15,NA,NA
1 to 1,29,2,11/27/17,M,12/12/17,0.3055,15,NA,NA
1 to 1,29,3,11/27/17,F,12/10/17,0.3665,13,12/22/17,25
1 to 1,29,4,11/27/17,M,12/10/17,0.3552,13,NA,NA
1 to 1,29,5,11/27/17,F,12/14/17,0.3968,17,NA,NA
1 to 1,29,6,11/27/17,M,12/10/17,0.3546,13,NA,NA
1 to 1,29,7,11/27/17,M,12/11/17,0.3429,14,NA,NA
1 to 1,29,8,11/27/17,F,12/11/17,0.4005,14,NA,NA
1 to 1,29,9,11/27/17,M,12/10/17,0.3604,13,NA,NA
1 to 1,29,10,11/27/17,F,12/10/17,0.3437,13,12/22/17,25
1 to 1,29,11,11/27/17,M,12/10/17,0.3188,13,NA,NA
1 to 1,29,12,11/27/17,F,DEAD,DEAD,NA,DEAD,NA
1 to 1,29,13,11/27/17,DEAD,DEAD,DEAD,NA,DEAD,NA
1 to 1,29,14,11/27/17,F,12/10/17,0.3616,13,NA,NA
1 to 1,29,15,11/27/17,M,12/9/17,0.3777,12,12/22/17,25
1 to 1,29,16,11/27/17,M,12/9/17,0.3571,12,12/22/17,25
1 to 1,30,1,11/27/17,M,12/14/17,0.3325,17,NA,NA
1 to 1,30,2,11/27/17,F,12/14/17,0.368,17,NA,NA
1 to 1,30,3,11/27/17,M,12/14/17,0.2566,17,NA,NA
1 to 1,30,4,11/27/17,M,12/14/17,0.3862,17,NA,NA
1 to 1,30,5,11/27/17,F,12/12/17,0.3857,15,NA,NA
1 to 1,30,6,11/27/17,M,12/10/17,0.2988,13,NA,NA
1 to 1,30,7,11/27/17,DEAD,DEAD,DEAD,NA,DEAD,NA
1 to 1,30,8,11/27/17,M,12/11/17,0.3521,14,NA,NA
1 to 1,30,9,11/27/17,DEAD,DEAD,DEAD,NA,DEAD,NA
1 to 1,30,10,11/27/17,F,12/12/17,0.334,15,NA,NA
1 to 1,30,11,11/27/17,M,12/11/17,0.3461,14,NA,NA
1 to 1,30,12,11/27/17,M,12/12/17,0.4011,15,NA,NA
1 to 1,30,13,11/27/17,F,12/11/17,0.3688,14,12/22/17,25
1 to 1,30,14,11/27/17,M,12/12/17,0.3625,15,NA,NA
1 to 1,30,15,11/27/17,M,12/10/17,0.362,13,NA,NA
1 to 1,30,16,11/27/17,M,12/10/17,0.394,13,NA,NA
1 to 1,31,1,12/13/17,M,NA,0.442,NA,1/11/18,29
1 to 1,31,2,12/13/17,M,NA,0.4369,NA,1/11/18,29
1 to 1,31,3,12/13/17,M,NA,0.4452,NA,1/10/18,28
1 to 1,31,4,12/13/17,F,NA,0.3801,NA,1/11/18,29
1 to 1,31,5,12/13/17,M,NA,0.3935,NA,1/11/18,29
1 to 1,31,6,12/13/17,F,NA,0.4635,NA,1/11/18,29
1 to 1,31,7,12/13/17,F,NA,0.4023,NA,1/10/18,28
1 to 1,31,8,12/13/17,F,NA,0.4358,NA,1/11/18,29
1 to 1,31,9,12/13/17,M,NA,0.4639,NA,1/11/18,29
1 to 1,31,10,12/13/17,F,NA,0.3979,NA,1/10/18,28
1 to 1,31,11,12/13/17,F,NA,0.4779,NA,1/11/18,29
1 to 1,31,12,12/13/17,F,NA,0.4609,NA,1/11/18,29
1 to 1,31,13,12/13/17,M,NA,0.4254,NA,1/11/18,29
1 to 1,31,14,12/13/17,F,NA,0.4326,NA,1/10/18,28
1 to 1,31,15,12/13/17,M,NA,0.4516,NA,1/11/18,29
1 to 1,31,16,12/13/17,M,NA,0.4326,NA,1/12/18,30
1 to 1,31,17,12/13/17,F,NA,0.4575,NA,1/11/18,29
1 to 1,31,18,12/13/17,M,NA,0.4403,NA,1/11/18,29
1 to 1,31,19,12/13/17,F,NA,0.4702,NA,1/10/18,28
1 to 1,31,20,12/13/17,F,NA,0.4448,NA,1/11/18,29
1 to 1,31,21,12/13/17,M,NA,0.4478,NA,1/12/18,30
1 to 1,31,22,12/13/17,M,NA,0.4055,NA,1/12/18,30
1 to 1,31,23,12/13/17,M,NA,0.4128,NA,1/10/18,28
1 to 1,31,24,12/13/17,F,NA,0.4517,NA,1/10/18,28
1 to 1,31,25,12/13/17,F,NA,0.4501,NA,1/10/18,28
1 to 1,31,26,12/13/17,M,NA,0.4047,NA,1/10/18,28
1 to 1,31,27,12/13/17,M,NA,0.4239,NA,1/11/18,29
1 to 1,31,28,12/13/17,F,NA,0.4345,NA,1/11/18,29
1 to 1,31,29,12/13/17,M,NA,0.3913,NA,1/12/18,30
1 to 1,31,30,12/13/17,F,NA,0.4185,NA,1/10/18,28
1 to 1,31,31,12/13/17,F,NA,0.4142,NA,1/11/18,29
1 to 1,31,32,12/13/17,M,NA,0.4473,NA,1/12/18,30
1 to 1,31,33,12/13/17,F,NA,NA,NA,NA,NA
1 to 1,31,34,12/13/17,M,NA,0.3971,NA,1/11/18,29
1 to 1,31,35,12/13/17,F,NA,NA,NA,NA,NA
1 to 1,31,36,12/13/17,M,NA,0.4767,NA,1/11/18,29
1 to 1,31,37,12/13/17,M,NA,0.4288,NA,1/11/18,29
1 to 1,31,38,12/13/17,M,NA,0.4105,NA,1/11/18,29
1 to 1,31,39,12/13/17,M,NA,0.3953,NA,1/11/18,29
1 to 1,31,40,12/13/17,F,NA,0.4704,NA,1/11/18,29
1 to 1,31,41,12/13/17,M,NA,NA,NA,NA,NA
1 to 1,31,42,12/13/17,F,NA,0.475,NA,1/10/18,28
1 to 1,31,43,12/13/17,M,NA,0.4392,NA,1/10/18,28
1 to 1,31,44,12/13/17,F,NA,0.4525,NA,1/10/18,28
1 to 1,31,45,12/13/17,M,NA,0.4253,NA,1/11/18,29
1 to 1,31,46,12/13/17,F,NA,0.4613,NA,1/10/18,28
1 to 1,31,47,12/13/17,F,NA,NA,NA,NA,NA
1 to 1,31,48,12/13/17,F,NA,0.3256,NA,1/10/18,28
1 to 1,31,49,12/13/17,F,NA,0.4353,NA,1/10/18,28
1 to 1,31,50,12/13/17,F,NA,0.4545,NA,1/11/18,29
1 to 1,31,51,12/13/17,F,NA,0.4619,NA,1/11/18,29
1 to 1,31,52,12/13/17,M,NA,0.3917,NA,1/12/18,30
1 to 1,31,53,12/13/17,F,NA,0.4301,NA,1/11/18,29
1 to 1,31,54,12/13/17,F,NA,0.4334,NA,1/11/18,29
1 to 1,31,55,12/13/17,F,NA,0.4491,NA,1/11/18,29
1 to 1,31,56,12/13/17,F,NA,0.435,NA,1/10/18,28
1 to 1,31,57,12/13/17,M,NA,0.4617,NA,1/12/18,30
1 to 1,31,58,12/13/17,F,NA,0.4639,NA,1/11/18,29
1 to 1,31,59,12/13/17,F,NA,NA,NA,1/9/18,27
1 to 1,31,60,12/13/17,M,NA,0.404,NA,1/11/18,29
1 to 1,31,61,12/13/17,F,NA,0.4411,NA,1/10/18,28
1 to 1,31,62,12/13/17,M,NA,0.4169,NA,1/15/18,33
1 to 1,31,63,12/13/17,M,NA,0.3748,NA,1/13/18,31
1 to 1,31,64,12/13/17,M,NA,0.2654,NA,1/14/18,32
1 to 4,15,1,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,2,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,3,12/11/17,M,NA,0.421,NA,1/10/18,30
1 to 4,15,4,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,5,12/11/17,M,NA,0.3708,NA,1/10/18,30
1 to 4,15,6,12/11/17,M,NA,0.3808,NA,1/10/18,30
1 to 4,15,7,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,8,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,9,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,10,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,11,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,12,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,13,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,14,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,15,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,16,12/11/17,M,NA,DEAD,NA,DEAD,NA
1 to 4,15,17,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,18,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,19,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,20,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,21,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,22,12/11/17,F,12/22/17,NA,11,NA,NA
1 to 4,15,23,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,24,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,25,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,26,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,27,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,28,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,29,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,30,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,31,12/11/17,M,NA,0.3678,NA,1/10/18,30
1 to 4,15,32,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,33,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,34,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,35,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,36,12/11/17,M,NA,0.3069,NA,1/13/18,33
1 to 4,15,37,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,38,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,39,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,40,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,41,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,42,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,43,12/11/17,M,NA,0.4312,NA,1/11/18,31
1 to 4,15,44,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,45,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,46,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,47,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,48,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,49,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,50,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,51,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,52,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,53,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,54,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,55,12/11/17,F,NA,NA,NA,NA,NA
1 to 4,15,56,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,57,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,58,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,15,59,12/11/17,M,12/22/17,NA,11,NA,NA
1 to 4,15,60,12/11/17,M,12/22/17,NA,11,NA,NA
1 to 4,15,61,12/11/17,M,NA,0.3268,NA,1/11/18,31
1 to 4,15,62,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,63,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,15,64,12/11/17,M,NA,NA,NA,NA,NA
1 to 4,16,1,12/11/17,F,NA,0.428,NA,1/12/18,32
1 to 4,16,2,12/11/17,M,NA,0.3746,NA,1/12/18,32
1 to 4,16,3,12/11/17,F,NA,0.3393,NA,1/12/18,32
1 to 4,16,4,12/11/17,F,NA,0.3713,NA,1/12/18,32
1 to 4,16,5,12/11/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,16,6,12/11/17,M,NA,0.4224,NA,1/14/18,34
1 to 4,16,7,12/11/17,F,NA,0.4017,NA,1/14/18,34
1 to 4,16,8,12/11/17,F,NA,0.422,NA,1/12/18,32
1 to 4,16,9,12/11/17,M,NA,0.3912,NA,1/14/18,34
1 to 4,16,10,12/11/17,F,NA,0.3823,NA,1/12/18,32
1 to 4,16,11,12/11/17,F,NA,0.425,NA,1/13/18,33
1 to 4,16,12,12/11/17,M,NA,0.4505,NA,1/12/18,32
1 to 4,16,13,12/11/17,F,NA,0.3737,NA,1/13/18,33
1 to 4,16,14,12/11/17,M,NA,0.4147,NA,1/13/18,33
1 to 4,16,15,12/11/17,M,NA,0.3632,NA,1/14/18,34
1 to 4,16,16,12/11/17,M,NA,0.3826,NA,1/13/18,33
1 to 4,16,17,12/11/17,M,NA,0.3968,NA,1/14/18,34
1 to 4,16,18,12/11/17,M,NA,0.4297,NA,1/13/18,33
1 to 4,16,19,12/11/17,M,NA,0.3995,NA,1/12/18,32
1 to 4,16,20,12/11/17,M,NA,0.4201,NA,1/12/18,32
1 to 4,16,21,12/11/17,M,NA,0.4201,NA,1/12/18,32
1 to 4,16,22,12/13/17,F,NA,0.3985,NA,1/13/18,31
1 to 4,16,23,12/13/17,M,NA,0.3616,NA,1/14/18,32
1 to 4,16,24,12/13/17,F,NA,0.4135,NA,1/13/18,31
1 to 4,16,25,12/13/17,M,NA,0.3725,NA,1/13/18,31
1 to 4,16,26,12/13/17,M,NA,0.4299,NA,1/14/18,32
1 to 4,16,27,12/13/17,M,NA,0.3351,NA,1/13/18,31
1 to 4,16,28,12/13/17,M,NA,0.3984,NA,1/12/18,30
1 to 4,16,29,12/13/17,F,NA,0.4033,NA,1/13/18,31
1 to 4,16,30,12/13/17,M,NA,0.3691,NA,1/12/18,30
1 to 4,16,31,12/13/17,F,NA,0.3623,NA,1/13/18,31
1 to 4,16,32,12/13/17,M,NA,0.3654,NA,1/12/18,30
1 to 4,16,33,12/13/17,F,NA,0.3544,NA,1/12/18,30
1 to 4,16,34,12/13/17,F,NA,0.3914,NA,1/12/18,30
1 to 4,16,35,12/13/17,F,NA,0.2425,NA,1/14/18,32
1 to 4,16,36,12/13/17,F,NA,0.4538,NA,1/11/18,29
1 to 4,16,37,12/13/17,F,NA,NA,NA,1/13/18,31
1 to 4,16,38,12/13/17,DEAD,NA,DEAD,NA,DEAD,NA
1 to 4,16,39,12/13/17,M,NA,0.4326,NA,1/13/18,31
1 to 4,16,40,12/13/17,F,NA,0.3764,NA,1/12/18,30
1 to 4,16,41,12/13/17,M,NA,0.4066,NA,1/13/18,31
1 to 4,16,42,12/13/17,M,NA,0.2886,NA,DEAD,NA
1 to 4,16,43,12/13/17,F,NA,0.4164,NA,1/12/18,30
1 to 4,16,44,12/13/17,F,NA,0.3999,NA,1/12/18,30
1 to 4,16,45,12/13/17,M,NA,0.3953,NA,1/13/18,31
1 to 4,16,46,12/13/17,F,NA,0.4183,NA,1/12/18,30
1 to 4,16,47,12/13/17,M,NA,0.3485,NA,1/14/18,32
1 to 4,16,48,12/13/17,M,NA,0.3232,NA,1/13/18,31
1 to 4,16,49,12/13/17,F,NA,0.4694,NA,1/12/18,30
1 to 4,16,50,12/13/17,F,NA,0.3716,NA,1/12/18,30
1 to 4,16,51,12/13/17,F,NA,0.3897,NA,1/12/18,30
1 to 4,16,52,12/13/17,F,NA,0.413,NA,1/12/18,30
1 to 4,16,53,12/13/17,M,NA,0.3457,NA,1/14/18,32
1 to 4,16,54,12/20/17,DEAD,DEAD,DEAD,NA,DEAD,NA
1 to 4,16,55,12/20/17,M,1/10/18,0.3398,21,NA,NA
1 to 4,16,56,12/20/17,M,1/9/18,0.382,20,NA,NA
1 to 4,16,57,12/20/17,M,1/11/18,0.3934,22,NA,NA
1 to 4,16,58,12/20/17,M,1/11/18,0.3471,22,NA,NA
1 to 4,16,59,12/20/17,M,1/10/18,0.3047,21,NA,NA
1 to 4,16,60,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,61,12/20/17,M,1/10/18,0.3851,21,NA,NA
1 to 4,16,62,12/20/17,F,1/10/18,0.3973,21,NA,NA
1 to 4,16,63,12/20/17,F,1/11/18,0.4118,22,NA,NA
1 to 4,16,64,12/20/17,M,1/10/18,0.3784,21,NA,NA
1 to 4,16,65,12/20/17,M,1/11/18,0.4004,22,NA,NA
1 to 4,16,66,12/20/17,M,1/12/18,0.3619,23,NA,NA
1 to 4,16,67,12/20/17,F,1/11/18,0.3077,22,NA,NA
1 to 4,16,68,12/20/17,F,1/10/18,0.3448,21,NA,NA
1 to 4,16,69,12/20/17,F,1/9/18,0.4132,20,NA,NA
1 to 4,16,70,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,71,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,72,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,73,12/20/17,F,1/10/18,0.3382,21,NA,NA
1 to 4,16,74,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,75,12/20/17,F,1/9/18,0.4701,20,NA,NA
1 to 4,16,76,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,77,12/20/17,M,1/11/18,0.3541,22,NA,NA
1 to 4,16,78,12/20/17,M,1/9/18,0.3754,20,NA,NA
1 to 4,16,79,12/20/17,F,1/10/18,0.4246,21,NA,NA
1 to 4,16,80,12/20/17,F,1/11/18,0.3343,22,NA,NA
1 to 4,16,81,12/20/17,F,1/10/18,0.2933,21,NA,NA
1 to 4,16,82,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,83,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,84,12/20/17,F,1/8/18,0.3562,19,NA,NA
1 to 4,16,85,12/20/17,F,1/10/18,0.3675,21,NA,NA
1 to 4,16,86,12/20/17,F,1/10/18,0.2695,21,NA,NA
1 to 4,16,87,12/20/17,M,1/10/18,0.4082,21,NA,NA
1 to 4,16,88,12/20/17,M,1/11/18,0.3303,22,NA,NA
1 to 4,16,89,12/20/17,F,1/12/18,0.4202,23,NA,NA
1 to 4,16,90,12/20/17,M,1/11/18,0.382,22,NA,NA
1 to 4,16,91,12/20/17,F,1/11/18,0.2798,22,NA,NA
1 to 4,16,92,12/20/17,NA,NA,NA,NA,NA,NA
1 to 4,16,93,12/20/17,F,1/11/18,0.331,22,NA,NA
1 to 4,16,94,12/20/17,F,1/12/18,0.4169,23,NA,NA
1 to 4,16,95,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,96,12/20/17,F,1/11/18,0.3656,22,NA,NA
1 to 4,16,97,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,98,12/20/17,M,1/11/18,0.3549,22,NA,NA
1 to 4,16,99,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,100,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,101,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,102,12/20/17,F,1/9/18,0.4113,20,NA,NA
1 to 4,16,103,12/20/17,DEAD,DEAD,DEAD,NA,NA,NA
1 to 4,16,104,12/20/17,M,1/11/18,0.3579,22,NA,NA
1 to 4,16,105,12/20/17,M,1/11/18,0.3441,22,NA,NA
1 to 1,1,1,6/15/17,F,NA,0.4044,NA,7/8/17,NA
1 to 1,1,2,6/15/17,F,NA,0.3674,NA,7/8/17,NA
