Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound
1 to 3,24,28,10/11/17,M,10/23/17,0.3804,12,NA,NA,N
1 to 3,24,30,10/11/17,M,10/23/17,0.4047,12,NA,NA,N
1 to 3,24,45,10/11/17,M,10/23/17,0.3803,12,NA,NA,N
1 to 3,24,46,10/11/17,M,10/23/17,0.3824,12,NA,NA,N
1 to 3,24,49,10/11/17,M,10/23/17,0.4507,12,NA,NA,N
1 to 3,24,57,10/11/17,M,10/23/17,0.4047,12,NA,NA,N
1 to 3,24,62,10/11/17,M,10/23/17,0.3761,12,NA,NA,N
1 to 3,27,3,11/13/17,M,11/25/17,0.3953,12,12/7/17,24,N
1 to 3,27,8,11/13/17,M,11/25/17,0.3672,12,12/7/17,24,N
1 to 3,27,9,11/13/17,M,11/25/17,0.3864,12,12/7/17,24,N
1 to 3,27,10,11/13/17,M,11/25/17,0.4109,12,12/8/17,25,N
1 to 3,27,15,11/13/17,M,11/25/17,0.3944,12,12/6/17,23,N
1 to 3,27,20,11/13/17,M,11/25/17,0.4211,12,12/7/17,24,N
1 to 3,27,27,11/13/17,M,11/25/17,0.3788,12,12/6/17,23,N
1 to 3,27,28,11/13/17,M,11/25/17,0.4001,12,12/7/17,24,N
1 to 3,27,33,11/13/17,M,11/25/17,0.4187,12,12/7/17,24,N
1 to 3,27,44,11/13/17,M,11/25/17,0.4021,12,12/7/17,24,N
1 to 3,27,47,11/13/17,M,11/25/17,0.429,12,12/8/17,25,N
1 to 3,27,51,11/13/17,M,11/25/17,0.3628,12,12/7/17,24,N
1 to 3,27,52,11/13/17,M,11/25/17,0.4489,12,12/7/17,24,N
1 to 3,27,57,11/13/17,M,11/25/17,0.3803,12,12/7/17,24,N
1 to 3,27,61,11/13/17,M,11/25/17,0.3765,12,12/7/17,24,N
1 to 3,27,62,11/13/17,M,11/25/17,0.3465,12,12/6/17,23,N
1 to 3,27,63,11/13/17,M,11/25/17,0.4064,12,12/7/17,24,N
1 to 3,28,25,11/27/17,M,12/9/17,0.3434,12,12/22/17,25,N
1 to 3,28,57,11/27/17,M,12/9/17,0.3288,12,NA,NA,N
1 to 3,28,59,11/27/17,M,12/9/17,0.3289,12,12/22/17,25,N
1 to 3,29,1,12/4/17,M,12/16/17,0.4153,12,NA,NA,N
1 to 3,29,5,12/4/17,M,12/16/17,0.3826,12,NA,NA,N
1 to 3,29,8,12/4/17,M,12/16/17,0.3424,12,NA,NA,N
1 to 3,29,13,12/4/17,M,12/16/17,0.3636,12,NA,NA,N
1 to 3,29,21,12/4/17,M,12/16/17,0.3142,12,NA,NA,N
1 to 3,29,26,12/4/17,M,12/16/17,0.3238,12,NA,NA,N
1 to 3,29,40,12/4/17,M,12/16/17,0.3319,12,NA,NA,N
1 to 3,29,43,12/4/17,M,12/16/17,0.3451,12,NA,NA,N
1 to 3,29,44,12/4/17,M,12/16/17,0.3989,12,NA,NA,N
1 to 3,29,49,12/4/17,M,12/16/17,0.3907,12,NA,NA,N
1 to 3,29,50,12/4/17,M,12/16/17,0.3656,12,NA,NA,N
1 to 3,29,51,12/4/17,M,12/16/17,0.3187,12,NA,NA,N
1 to 3,29,54,12/4/17,M,12/16/17,0.3807,12,NA,NA,N
1 to 3,29,57,12/4/17,M,12/16/17,0.3245,12,NA,NA,N
1 to 3,29,58,12/4/17,M,12/16/17,0.3708,12,NA,NA,N
1 to 3,29,60,12/4/17,M,12/16/17,0.3074,12,NA,NA,N
1 to 3,29,64,12/4/17,M,12/16/17,0.3454,12,NA,NA,N
1 to 3,33,5,2/20/18,M,3/4/18,0.3415,12,NA,NA,N
1 to 3,33,11,2/20/18,M,3/4/18,0.3448,12,NA,NA,N
1 to 3,33,17,2/20/18,M,3/4/18,0.3496,12,NA,NA,N
1 to 3,33,19,2/20/18,M,3/4/18,0.3688,12,NA,NA,N
1 to 3,33,30,2/20/18,M,3/4/18,0.3067,12,NA,NA,N
1 to 3,101,17,6/26/19,M,7/8/19,NA,12,NA,NA,N
1 to 3,11,5,8/11/17,M,8/22/17,0.3117,11,NA,NA,N
1 to 3,11,11,8/11/17,M,8/22/17,0.3184,11,NA,NA,N
1 to 3,11,17,8/11/17,M,8/22/17,0.304,11,NA,NA,N
1 to 3,11,18,8/11/17,M,8/22/17,0.3244,11,NA,NA,N
1 to 3,11,27,8/11/17,M,8/22/17,0.3267,11,NA,NA,N
1 to 3,11,28,8/11/17,M,8/22/17,0.3195,11,NA,NA,N
1 to 3,12,31,8/14/17,M,8/25/17,0.3233,11,9/5/17,22,N
1 to 3,12,32,8/14/17,M,8/25/17,0.3397,11,9/5/17,22,N
1 to 3,12,55,8/14/17,M,8/25/17,0.306,11,9/6/17,23,N
1 to 3,12,60,8/14/17,M,8/25/17,0.3331,11,9/5/17,22,N
1 to 3,14,6,8/10/17,M,8/21/17,0.2955,11,NA,NA,N
1 to 3,14,9,8/10/17,M,8/21/17,0.3076,11,NA,NA,N
1 to 3,14,10,8/10/17,M,8/21/17,0.3143,11,NA,NA,N
1 to 3,14,24,8/10/17,M,8/21/17,0.3353,11,NA,NA,N
1 to 3,14,25,8/10/17,M,8/21/17,0.3124,11,NA,NA,N
1 to 3,14,27,8/10/17,M,8/21/17,0.3127,11,NA,NA,N
1 to 3,14,28,8/10/17,M,8/21/17,0.314,11,NA,NA,N
1 to 3,14,29,8/10/17,M,8/21/17,0.3284,11,NA,NA,N
1 to 3,14,32,8/10/17,M,8/21/17,0.3216,11,NA,NA,N
1 to 3,14,36,8/10/17,M,8/21/17,0.3235,11,NA,NA,N
1 to 3,14,38,8/10/17,M,8/21/17,0.3173,11,NA,NA,N
1 to 3,14,39,8/10/17,M,8/21/17,0.3435,11,NA,NA,N
1 to 3,14,45,8/10/17,M,8/21/17,0.2955,11,NA,NA,N
1 to 3,14,47,8/10/17,M,8/21/17,0.2894,11,NA,NA,N
1 to 3,14,55,8/10/17,M,8/21/17,0.3115,11,NA,NA,N
1 to 3,14,58,8/10/17,M,8/21/17,0.2881,11,NA,NA,N
1 to 3,14,60,8/10/17,M,8/21/17,0.3079,11,NA,NA,N
1 to 3,14,62,8/10/17,M,8/21/17,0.3288,11,NA,NA,N
1 to 3,14,63,8/10/17,M,8/21/17,0.3136,11,NA,NA,N
1 to 3,14,66,8/10/17,M,8/21/17,0.3057,11,NA,NA,N
1 to 3,14,69,8/10/17,M,8/21/17,0.3211,11,NA,NA,N
1 to 3,14,72,8/10/17,M,8/21/17,0.3307,11,NA,NA,N
1 to 3,14,73,8/10/17,M,8/21/17,0.332,11,NA,NA,N
1 to 3,14,79,8/10/17,M,8/21/17,0.3363,11,NA,NA,N
1 to 3,14,81,8/10/17,M,8/21/17,0.3048,11,NA,NA,N
1 to 3,14,82,8/10/17,M,8/21/17,0.3351,11,NA,NA,N
1 to 3,14,84,8/10/17,M,8/21/17,0.3211,11,NA,NA,N
1 to 3,14,89,8/10/17,M,8/21/17,0.3187,11,NA,NA,N
1 to 3,14,93,8/10/17,M,8/21/17,0.2246,11,NA,NA,N
1 to 3,15,36,8/14/17,M,8/25/17,0.3538,11,9/6/17,23,N
1 to 3,15,40,8/14/17,M,8/25/17,0.3091,11,9/6/17,23,N
1 to 3,15,44,8/14/17,M,8/25/17,0.3358,11,9/6/17,23,N
1 to 3,15,48,8/14/17,M,8/25/17,0.3109,11,9/6/17,23,N
1 to 3,15,53,8/14/17,M,8/25/17,0.3597,11,9/6/17,23,N
1 to 3,15,57,8/14/17,M,8/25/17,0.272,11,9/5/17,22,N
1 to 3,15,58,8/14/17,M,8/25/17,0.3411,11,9/6/17,23,N
1 to 3,15,60,8/14/17,M,8/25/17,0.3288,11,9/5/17,22,N
1 to 3,15,62,8/14/17,M,8/25/17,0.361,11,9/6/17,23,N
1 to 3,15,63,8/14/17,M,8/25/17,0.3423,11,9/6/17,23,N
1 to 3,15,64,8/14/17,M,8/25/17,0.3118,11,9/5/17,22,N
1 to 3,4,1,5/30/17,M,6/10/17,0.33,11,NA,NA,N
1 to 3,4,2,5/30/17,M,6/10/17,0.3284,11,NA,NA,N
1 to 3,4,5,5/30/17,M,6/10/17,0.317,11,NA,NA,N
1 to 3,4,6,5/30/17,M,6/10/17,0.3832,11,NA,NA,N
1 to 3,4,8,5/30/17,M,6/10/17,0.3195,11,NA,NA,N
1 to 3,4,9,5/30/17,M,6/10/17,0.3863,11,NA,NA,N
1 to 3,4,12,5/30/17,M,6/10/17,0.3305,11,NA,NA,N
1 to 3,4,15,5/30/17,M,6/10/17,0.3215,11,NA,NA,N
1 to 3,4,17,5/30/17,M,6/10/17,0.3315,11,NA,NA,N
1 to 3,4,22,5/30/17,M,6/10/17,0.3273,11,NA,NA,N
1 to 3,4,24,5/30/17,M,6/10/17,0.3441,11,NA,NA,N
1 to 3,4,27,5/30/17,M,6/10/17,0.3394,11,NA,NA,N
1 to 3,4,30,5/30/17,M,6/10/17,0.3796,11,NA,NA,N
1 to 3,4,32,5/30/17,M,6/10/17,0.3186,11,NA,NA,N
1 to 3,13,3,8/14/17,M,8/23/17,0.3174,11,9/2/17,19,N
1 to 3,13,5,8/14/17,M,8/23/17,0.3614,11,9/2/17,19,N
1 to 3,13,12,8/14/17,M,8/23/17,0.3153,11,9/2/17,19,N
1 to 3,13,13,8/14/17,M,8/23/17,0.3382,11,9/2/17,19,N
1 to 3,13,18,8/14/17,M,8/23/17,0.3071,11,9/2/17,19,N
1 to 3,13,20,8/14/17,M,8/23/17,0.3575,11,9/2/17,19,N
1 to 3,14,2,8/14/17,M,8/23/17,0.3097,11,9/2/17,19,N
1 to 3,14,7,8/14/17,M,8/23/17,0.34,11,9/2/17,19,N
1 to 3,14,11,8/14/17,M,8/23/17,0.3374,11,9/2/17,19,N
1 to 3,14,26,8/14/17,M,8/23/17,0.3153,11,9/2/17,19,N
1 to 3,15,2,8/18/17,M,8/29/17,0.3218,11,NA,NA,N
1 to 3,15,5,8/18/17,M,8/29/17,0.3018,11,NA,NA,N
1 to 3,15,8,8/18/17,M,8/29/17,0.3356,11,NA,NA,N
1 to 3,15,13,8/18/17,M,8/29/17,0.2971,11,NA,NA,N
1 to 3,15,14,8/18/17,M,8/29/17,0.3351,11,NA,NA,N
1 to 3,15,17,8/18/17,M,8/29/17,0.3156,11,NA,NA,N
1 to 3,15,20,8/18/17,M,8/29/17,0.2669,11,NA,NA,N
1 to 3,15,22,8/18/17,M,8/29/17,0.323,11,NA,NA,N
1 to 3,15,23,8/18/17,M,8/29/17,0.3779,11,NA,NA,N
1 to 3,15,32,8/18/17,M,8/29/17,0.3082,11,NA,NA,N
1 to 3,15,34,8/18/17,M,8/29/17,0.2976,11,NA,NA,N
1 to 3,15,35,8/18/17,M,8/29/17,0.3184,11,NA,NA,N
1 to 3,15,37,8/18/17,M,8/29/17,0.3284,11,NA,NA,N
1 to 3,15,38,8/18/17,M,8/29/17,0.3404,11,NA,NA,N
1 to 3,15,39,8/18/17,M,8/29/17,0.2841,11,NA,NA,N
1 to 3,15,42,8/18/17,M,8/29/17,0.366,11,NA,NA,N
1 to 3,15,43,8/18/17,M,8/29/17,0.3118,11,NA,NA,N
1 to 3,15,44,8/18/17,M,8/29/17,0.2913,11,NA,NA,N
1 to 3,15,46,8/18/17,M,8/29/17,0.3168,11,NA,NA,N
1 to 3,15,47,8/18/17,M,8/29/17,0.3403,11,NA,NA,N
1 to 3,15,48,8/18/17,M,8/29/17,0.2848,11,NA,NA,N
1 to 3,15,50,8/18/17,M,8/29/17,0.3172,11,NA,NA,N
1 to 3,15,52,8/18/17,M,8/29/17,0.2874,11,NA,NA,N
1 to 3,15,54,8/18/17,M,8/29/17,0.3021,11,NA,NA,N
1 to 3,15,56,8/18/17,M,8/29/17,0.3137,11,NA,NA,N
1 to 3,15,57,8/18/17,M,8/29/17,0.3406,11,NA,NA,N
1 to 3,15,61,8/18/17,M,8/29/17,0.3096,11,NA,NA,N
1 to 3,27,7,11/13/17,M,11/24/17,0.3747,11,12/8/17,25,N
1 to 3,27,13,11/13/17,M,11/24/17,0.4362,11,12/8/17,25,N
1 to 3,27,14,11/13/17,M,11/24/17,0.4227,11,12/7/17,24,N
1 to 3,27,21,11/13/17,M,11/24/17,0.2747,11,DEAD,NA,N
1 to 3,27,26,11/13/17,M,11/24/17,0.3755,11,12/5/17,22,N
1 to 3,27,31,11/13/17,M,11/24/17,0.4088,11,12/7/17,24,N
1 to 3,27,32,11/13/17,M,11/24/17,0.4103,11,12/7/17,24,N
1 to 3,27,36,11/13/17,M,11/24/17,0.4259,11,12/7/17,24,N
1 to 3,27,39,11/13/17,M,11/24/17,0.4164,11,12/7/17,24,N
1 to 3,27,40,11/13/17,M,11/24/17,0.3786,11,12/7/17,24,N
1 to 3,27,43,11/13/17,M,11/24/17,0.347,11,12/7/17,24,N
1 to 3,27,48,11/13/17,M,11/24/17,0.3581,11,12/7/17,24,N
1 to 3,27,56,11/13/17,M,11/24/17,0.3785,11,12/7/17,24,N
1 to 3,33,16,2/20/18,M,3/3/18,0.3733,11,NA,NA,N
1 to 3,101,27,6/26/19,M,7/7/19,0.3293,11,NA,NA,N
1 to 3,101,31,6/26/19,M,7/7/19,0.2911,11,NA,NA,N
1 to 3,101,6,6/25/19,M,7/5/19,0.3645,10,NA,NA,N
1 to 3,101,7,6/25/19,M,7/5/19,0.3398,10,NA,NA,N
1 to 3,101,8,6/25/19,M,7/5/19,0.3209,10,NA,NA,N
1 to 3,101,14,6/26/19,M,7/6/19,0.2965,10,NA,NA,N
1 to 3,101,16,6/26/19,M,7/6/19,0.3221,10,NA,NA,N
1 to 3,101,18,6/26/19,M,7/6/19,0.3276,10,NA,NA,N
1 to 3,101,19,6/26/19,M,7/6/19,0.3037,10,NA,NA,N
1 to 3,101,21,6/26/19,M,7/6/19,0.3301,10,NA,NA,N
1 to 3,101,24,6/26/19,M,7/6/19,0.3253,10,NA,NA,N
1 to 3,101,26,6/26/19,M,7/6/19,0.3532,10,NA,NA,N
1 to 3,101,28,6/26/19,M,7/6/19,0.2729,10,NA,NA,N
1 to 3,101,29,6/26/19,M,7/6/19,0.2676,10,NA,NA,N
1 to 3,101,32,6/26/19,M,7/6/19,0.3625,10,NA,NA,N
1 to 3,101,33,6/26/19,M,7/6/19,0.2873,10,NA,NA,N
1 to 3,101,37,6/26/19,M,7/6/19,0.3021,10,NA,NA,N
1 to 3,101,39,6/26/19,M,7/6/19,0.3099,10,NA,NA,N
1 to 3,101,5,6/25/19,M,7/4/19,0.3441,9,NA,NA,N
Full Mating Exposure,11,24,4/11/18,M,5/2/18,NA,21,5/2/18,21,Y
Full Mating Exposure,4,23,11/27/17,M,12/13/17,0.33,16,NA,NA,Y
Full Mating Exposure,1,6,10/31/17,M,11/15/17,0.414,15,11/26/17,26,Y
Full Mating Exposure,2,2,11/13/17,M,11/28/17,0.2841,15,12/10/17,27,Y
Full Mating Exposure,4,3,11/27/17,M,12/12/17,0.3968,15,NA,NA,Y
Full Mating Exposure,4,4,11/27/17,M,12/12/17,0.4327,15,NA,NA,Y
Full Mating Exposure,4,5,11/27/17,M,12/12/17,0.3987,15,NA,NA,Y
Full Mating Exposure,4,21,11/27/17,M,12/12/17,0.4201,15,NA,NA,Y
Full Mating Exposure,1,4,10/31/17,M,11/14/17,0.4166,14,11/26/17,26,Y
Full Mating Exposure,1,10,10/31/17,M,11/14/17,0.429,14,11/26/17,26,Y
Full Mating Exposure,1,29,10/31/17,M,11/14/17,0.2817,14,11/26/17,26,Y
Full Mating Exposure,1,55,10/31/17,M,11/14/17,0.4396,14,11/26/17,26,Y
Full Mating Exposure,2,5,11/13/17,M,11/27/17,0.3387,14,12/9/17,26,Y
Full Mating Exposure,2,23,11/15/17,M,11/29/17,0.4057,14,12/11/17,26,Y
Full Mating Exposure,2,31,11/15/17,M,11/29/17,0.4099,14,12/11/17,26,Y
Full Mating Exposure,2,39,11/15/17,M,11/29/17,0.3971,14,12/11/17,26,Y
Full Mating Exposure,2,74,11/15/17,M,11/29/17,0.3627,14,12/11/17,26,Y
Full Mating Exposure,11,8,4/11/18,M,4/25/18,NA,14,5/6/18,25,Y
Full Mating Exposure,11,40,4/11/18,M,4/25/18,NA,14,5/8/18,27,Y
Full Mating Exposure,1,9,10/31/17,M,11/13/17,0.3556,13,11/25/17,25,Y
Full Mating Exposure,1,25,10/31/17,M,11/13/17,0.3143,13,11/24/17,24,Y
Full Mating Exposure,1,32,10/31/17,M,11/13/17,0.3704,13,11/25/17,25,Y
Full Mating Exposure,1,33,10/31/17,M,11/13/17,0.4018,13,11/24/17,24,Y
Full Mating Exposure,1,39,10/31/17,M,11/13/17,0.3421,13,11/26/17,26,Y
Full Mating Exposure,1,49,10/31/17,M,11/13/17,0.3379,13,11/26/17,26,Y
Full Mating Exposure,1,52,10/31/17,M,11/13/17,0.3681,13,11/25/17,25,Y
Full Mating Exposure,1,58,10/31/17,M,11/13/17,0.3818,13,11/25/17,25,Y
Full Mating Exposure,2,4,11/13/17,M,11/26/17,0.3755,13,12/7/17,24,Y
Full Mating Exposure,2,16,11/15/17,M,11/28/17,0.4044,13,12/11/17,26,Y
Full Mating Exposure,2,22,11/15/17,M,11/28/17,0.3661,13,12/9/17,24,Y
Full Mating Exposure,2,25,11/15/17,M,11/28/17,0.4083,13,12/11/17,26,Y
Full Mating Exposure,2,26,11/15/17,M,11/28/17,0.3811,13,12/9/17,24,Y
Full Mating Exposure,2,27,11/15/17,M,11/28/17,0.4509,13,12/12/17,27,Y
Full Mating Exposure,2,38,11/15/17,M,11/28/17,0.3635,13,12/9/17,24,Y
Full Mating Exposure,2,50,11/15/17,M,11/28/17,0.4202,13,12/9/17,24,Y
Full Mating Exposure,2,51,11/15/17,M,11/28/17,0.3572,13,12/9/17,24,Y
Full Mating Exposure,2,66,11/15/17,M,11/28/17,0.3411,13,12/9/17,24,Y
Full Mating Exposure,2,70,11/15/17,M,11/28/17,0.3887,13,12/11/17,26,Y
Full Mating Exposure,2,75,11/15/17,M,11/28/17,0.3918,13,12/9/17,24,Y
Full Mating Exposure,2,76,11/15/17,M,11/28/17,0.386,13,12/9/17,24,Y
Full Mating Exposure,4,1,11/27/17,M,12/10/17,0.3508,13,NA,NA,Y
Full Mating Exposure,4,2,11/27/17,M,12/10/17,0.3565,13,NA,NA,Y
Full Mating Exposure,4,8,11/27/17,M,12/10/17,0.3346,13,NA,NA,Y
Full Mating Exposure,4,14,11/27/17,M,12/10/17,0.3691,13,NA,NA,Y
Full Mating Exposure,4,19,11/27/17,M,12/10/17,0.3282,13,NA,NA,Y
Full Mating Exposure,4,22,11/27/17,M,12/10/17,0.3515,13,NA,NA,Y
Full Mating Exposure,1,2,10/31/17,M,11/12/17,0.3526,12,11/26/17,26,Y
Full Mating Exposure,1,5,10/31/17,M,11/12/17,0.3902,12,11/24/17,24,Y
Full Mating Exposure,1,7,10/31/17,M,11/12/17,0.3815,12,11/25/17,25,Y
Full Mating Exposure,1,14,10/31/17,M,11/12/17,0.3508,12,11/24/17,24,Y
Full Mating Exposure,1,23,10/31/17,M,11/12/17,0.362,12,11/25/17,25,Y
Full Mating Exposure,1,24,10/31/17,M,11/12/17,0.3496,12,11/26/17,26,Y
Full Mating Exposure,1,35,10/31/17,M,11/12/17,0.4146,12,11/24/17,24,Y
Full Mating Exposure,1,40,10/31/17,M,11/12/17,0.3749,12,11/25/17,25,Y
Full Mating Exposure,1,46,10/31/17,M,11/12/17,0.4167,12,11/26/17,26,Y
Full Mating Exposure,1,48,10/31/17,M,11/12/17,0.3526,12,11/25/17,25,Y
Full Mating Exposure,1,51,10/31/17,M,11/12/17,0.3959,12,11/24/17,24,Y
Full Mating Exposure,1,59,10/31/17,M,11/12/17,0.3958,12,11/24/17,24,Y
Full Mating Exposure,1,63,10/31/17,M,11/12/17,0.3946,12,11/24/17,24,Y
Full Mating Exposure,1,64,10/31/17,M,11/12/17,0.3886,12,11/25/17,25,Y
Full Mating Exposure,2,3,11/13/17,M,11/25/17,0.3825,12,12/7/17,24,Y
Full Mating Exposure,2,9,11/13/17,M,11/25/17,0.347,12,12/6/17,23,Y
Full Mating Exposure,2,12,11/13/17,M,11/25/17,0.3649,12,12/7/17,24,Y
Full Mating Exposure,2,15,11/15/17,M,11/27/17,0.3689,12,12/8/17,23,Y
Full Mating Exposure,2,20,11/15/17,M,11/27/17,0.3524,12,12/9/17,24,Y
Full Mating Exposure,2,24,11/15/17,M,11/27/17,0.3948,12,12/9/17,24,Y
Full Mating Exposure,2,29,11/15/17,M,11/27/17,0.3811,12,12/9/17,24,Y
Full Mating Exposure,2,35,11/15/17,M,11/27/17,0.3888,12,12/9/17,24,Y
Full Mating Exposure,2,40,11/15/17,M,11/27/17,0.3585,12,12/8/17,23,Y
Full Mating Exposure,2,45,11/15/17,M,11/27/17,0.3302,12,12/8/17,23,Y
Full Mating Exposure,2,54,11/15/17,M,11/27/17,0.3894,12,12/9/17,24,Y
Full Mating Exposure,2,58,11/15/17,M,11/27/17,0.359,12,12/8/17,23,Y
Full Mating Exposure,2,67,11/15/17,M,11/27/17,0.3856,12,12/9/17,24,Y
Full Mating Exposure,2,77,11/15/17,M,11/27/17,0.3847,12,12/9/17,24,Y
Full Mating Exposure,2,78,11/15/17,M,11/27/17,0.3696,12,12/8/17,23,Y
Full Mating Exposure,11,22,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Full Mating Exposure,11,27,4/11/18,M,4/23/18,NA,12,5/4/18,23,Y
Full Mating Exposure,11,39,4/11/18,M,4/23/18,NA,12,5/4/18,23,Y
Full Mating Exposure,30,4,5/15/18,M,5/27/18,NA,12,NA,NA,Y
Full Mating Exposure,30,5,5/15/18,M,5/27/18,NA,12,6/3/18,19,Y
Full Mating Exposure,1,16,10/31/17,M,11/11/17,0.3431,11,11/25/17,25,Y
Full Mating Exposure,1,21,10/31/17,M,11/11/17,0.3529,11,11/25/17,25,Y
Full Mating Exposure,1,22,10/31/17,M,11/11/17,0.3598,11,11/24/17,24,Y
Full Mating Exposure,2,1,11/13/17,M,11/24/17,0.4294,11,12/8/17,25,Y
Full Mating Exposure,2,34,11/15/17,M,11/26/17,0.3868,11,12/9/17,24,Y
Full Mating Exposure,2,36,11/15/17,M,11/26/17,0.3852,11,12/8/17,23,Y
Full Mating Exposure,2,42,11/15/17,M,11/26/17,0.3785,11,12/8/17,23,Y
Full Mating Exposure,2,55,11/15/17,M,11/26/17,0.3946,11,12/9/17,24,Y
Full Mating Exposure,2,60,11/15/17,M,11/26/17,0.4216,11,12/8/17,23,Y
Full Mating Exposure,2,63,11/15/17,M,11/26/17,0.3744,11,12/8/17,23,Y
Full Mating Exposure,2,65,11/15/17,M,11/26/17,0.4022,11,12/8/17,23,Y
Full Mating Exposure,11,5,4/11/18,M,4/22/18,NA,11,5/6/18,25,Y
Full Mating Exposure,11,10,4/11/18,M,4/22/18,NA,11,5/1/18,20,Y
Full Mating Exposure,11,21,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Full Mating Exposure,11,23,4/11/18,M,4/22/18,NA,11,5/2/18,21,Y
Full Mating Exposure,11,26,4/11/18,M,4/22/18,NA,11,5/1/18,20,Y
Full Mating Exposure,11,32,4/11/18,M,4/22/18,NA,11,5/2/18,21,Y
Full Mating Exposure,11,33,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Full Mating Exposure,11,37,4/11/18,M,4/22/18,NA,11,5/1/18,20,Y
Full Mating Exposure,2,72,11/15/17,M,11/25/17,0.3775,10,12/8/17,23,Y
Full Mating Exposure,11,3,4/11/18,M,4/21/18,NA,10,5/4/18,23,Y
Full Mating Exposure,11,9,4/11/18,M,4/21/18,NA,10,5/1/18,20,Y
Full Mating Exposure,11,41,4/11/18,M,4/21/18,NA,10,5/2/18,21,Y
Full Mating Exposure,11,47,4/11/18,M,4/21/18,NA,10,5/2/18,21,Y
Over Exp,12,2,4/11/18,M,4/24/18,NA,13,5/2/18,21,Y
Over Exp,12,4,4/11/18,M,4/24/18,NA,13,5/4/18,23,Y
Over Exp,12,9,4/11/18,M,4/24/18,NA,13,5/5/18,24,Y
Over Exp,12,32,4/11/18,M,4/24/18,NA,13,5/4/18,23,Y
Over Exp,26,3,5/15/18,M,5/28/18,NA,13,6/5/18,21,Y
Over Exp,101,6,6/25/19,M,7/8/19,0.2111,13,NA,NA,Y
Over Exp,12,5,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Over Exp,12,7,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Over Exp,12,13,4/11/18,M,4/23/18,NA,12,5/4/18,23,Y
Over Exp,12,14,4/11/18,M,4/23/18,NA,12,5/4/18,23,Y
Over Exp,12,17,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Over Exp,12,22,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Over Exp,12,26,4/11/18,M,4/23/18,NA,12,5/3/18,22,Y
Over Exp,12,28,4/11/18,M,4/23/18,NA,12,5/2/18,21,Y
Over Exp,12,36,4/11/18,M,4/23/18,NA,12,5/4/18,23,Y
Over Exp,12,37,4/11/18,M,4/23/18,NA,12,5/5/18,24,Y
Over Exp,12,44,4/11/18,M,4/23/18,NA,12,5/2/18,21,Y
Over Exp,55,10,7/19/18,M,7/31/18,0.4108,12,NA,NA,Y
Over Exp,55,12,7/19/18,M,7/31/18,0.372,12,NA,NA,Y
Over Exp,55,32,7/19/18,M,7/31/18,0.3551,12,NA,NA,Y
Over Exp,55,37,7/19/18,M,7/31/18,0.4567,12,NA,NA,Y
Over Exp,55,44,7/19/18,M,7/31/18,0.3358,12,NA,NA,Y
Over Exp,26,5,5/15/18,M,5/27/18,NA,12,NA,NA,Y
Over Exp,26,8,5/15/18,M,5/27/18,NA,12,6/5/18,21,Y
Over Exp,26,10,5/15/18,M,5/27/18,NA,12,6/5/18,21,Y
Over Exp,26,12,5/15/18,M,5/27/18,NA,12,6/5/18,21,Y
Over Exp,101,16,6/25/19,M,7/7/19,0.3502,12,NA,NA,Y
Over Exp,12,6,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Over Exp,12,20,4/11/18,M,4/22/18,NA,11,5/4/18,23,Y
Over Exp,12,23,4/11/18,M,4/22/18,NA,11,5/2/18,21,Y
Over Exp,12,25,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Over Exp,12,27,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Over Exp,12,31,4/11/18,M,4/22/18,NA,11,5/1/18,20,Y
Over Exp,12,40,4/11/18,M,4/22/18,NA,11,5/4/18,23,Y
Over Exp,12,46,4/11/18,M,4/22/18,NA,11,5/3/18,22,Y
Over Exp,12,47,4/11/18,M,4/22/18,NA,11,5/1/18,20,Y
Over Exp,55,9,7/19/18,M,7/30/18,0.3657,11,NA,NA,Y
Over Exp,55,11,7/19/18,M,7/30/18,0.3395,11,NA,NA,Y
Over Exp,55,15,7/19/18,M,7/30/18,0.3569,11,NA,NA,Y
Over Exp,55,18,7/19/18,M,7/30/18,0.3347,11,NA,NA,Y
Over Exp,55,38,7/19/18,M,7/30/18,0.3513,11,NA,NA,Y
Over Exp,55,40,7/19/18,M,7/30/18,0.3531,11,NA,NA,Y
Over Exp,55,49,7/19/18,M,7/30/18,0.3137,11,NA,NA,Y
Over Exp,55,50,7/19/18,M,7/30/18,0.3399,11,NA,NA,Y
Over Exp,55,56,7/19/18,M,7/30/18,0.3318,11,NA,NA,Y
Over Exp,55,61,7/19/18,M,7/30/18,0.3335,11,NA,NA,Y
Over Exp,26,7,5/15/18,M,5/26/18,NA,11,6/5/18,21,Y
Over Exp,101,3,6/25/19,M,7/6/19,0.3442,11,NA,NA,Y
